Wavelength(nm)	Sample_S1_Abs_coeff(1/cm)	Sample_S2_Abs_coeff(1/cm)
906.02	1.69416783	0.29701226
906.39	0.92554541	1.37386516
906.76	0.41944637	0.81055
907.14	0.17178432	0.35580168
907.51	0.98361432	0.58005625
907.89	1.36027024	1.08159201
908.26	1.67275528	0.86633331
908.63	1.05655219	0.28367791
909.01	0.85030038	0.88934054
909.38	0.83446563	0.41339371
909.75	1.54644347	0.4882907
910.13	1.15768941	-0.26136133
910.5	1.14972126	0.25332367
910.87	2.24185566	1.10988665
911.25	1.68550237	0.82597789
911.62	2.63384247	0.41536215
911.99	1.02461546	0.84891524
912.37	1.10979623	0.58734556
912.74	0.62524969	-0.11775415
913.11	1.72817504	1.00370278
913.49	1.42155249	0.96006815
913.86	1.40890307	0.43696276
914.23	1.08330868	0.50628926
914.6	2.09754943	0.62970759
914.98	1.00988303	0.59804368
915.35	0.88225674	0.17972933
915.72	2.58864241	0.78670592
916.09	1.70570688	1.46967176
916.47	0.75615707	1.29350217
916.84	1.96286219	0.70382886
917.21	1.51766511	1.18012117
917.58	1.02417459	0.07063788
917.95	1.02565706	0.67080887
918.33	2.17168379	0.2224987
918.7	1.96313222	0.65249956
919.07	1.18395395	0.86129721
919.44	1.41973173	0.08507037
919.81	1.72275372	-0.4379392
920.19	2.57074017	0.3013834
920.56	0.93720292	1.16915705
920.93	1.67952049	-0.89699895
921.3	0.87507176	0.37617753
921.67	3.54680988	1.74632593
922.04	1.39313959	0.13842926
922.41	1.59056787	-0.39809977
922.79	1.17111969	0.52544327
923.16	1.6911733	0.61476627
923.53	1.3213077	-1.70557692
923.9	1.89292584	0.05946237
924.27	0.88972236	-1.5326374
924.64	1.1746614	1.37061719
925.01	1.7219209	-0.90022232
925.38	2.01991421	1.9261792
925.75	0.71778386	-1.25205668
926.12	0.90929095	-0.57911074
926.49	1.24951035	0.22080709
926.86	1.28041193	-0.93501795
927.24	1.93369556	-1.1935212
927.61	0.72418167	-2.37696052
927.98	1.52415478	0.80992063
928.35	1.35015996	0.32676047
928.72	0.63006647	-1.35745014
929.09	1.18025474	0.73627898
929.46	0.92401887	-2.14219092
929.83	2.90588223	0.67845948
930.2	1.88859605	1.22917944
930.57	2.50047329	-0.05747194
930.94	1.09493337	-0.66881347
931.31	1.86998885	0.1736317
931.68	0.41028919	-0.17749793
932.05	1.2549492	-0.45360929
932.41	1.90778857	0.84392699
932.78	2.16677947	0.95216914
933.15	2.08211827	-0.42664012
933.52	1.73967896	1.35671639
933.89	0.19629438	-0.80839363
934.26	0.07897391	-2.16426069
934.63	1.93334436	0.23862304
935	2.97515878	0.72314236
935.37	1.37207794	0.01035666
935.74	2.08450148	1.95521979
936.11	2.50485809	-0.4292348
936.48	2.12410512	0.05749239
936.84	2.37524252	0.37441157
937.21	2.17466552	-0.94748924
937.58	1.18722683	0.77489197
937.95	-0.4398213	-1.06544274
938.32	1.16489062	0.53890841
938.69	0.43666716	-0.42211053
939.06	-1.98755019	-1.64935731
939.42	0.9046757	1.07114949
939.79	1.19213735	0.56180779
940.16	0.87617653	0.81743488
940.53	2.77262686	0.71225429
940.9	2.67414118	-0.3014751
941.26	1.69219447	1.40060534
941.63	-0.08490041	-0.72916064
942	3.38853588	0.46068917
942.37	0.7287113	0.06915286
942.74	1.9868088	0.92811635
943.1	2.67119818	1.06637402
943.47	2.01604824	1.77395112
943.84	1.77166185	0.93294079
944.21	2.21830552	-0.26253032
944.57	2.51414773	1.43496006
944.94	1.53520845	-1.16831022
945.31	-0.21517813	0.93346092
945.67	2.19274813	0.93319211
946.04	2.90839264	1.4431794
946.41	1.19192317	0.15774028
946.78	2.43022423	3.3626564
947.14	0.60877026	1.51649665
947.51	1.26763508	0.87136932
947.88	-0.37064185	0.92063927
948.24	3.37875361	1.76455022
948.61	1.74058408	0.31670255
948.98	1.26185465	1.82782138
949.34	1.51228949	0.73688866
949.71	2.8163243	1.3807727
950.08	2.5703225	4.01866534
950.44	2.85096254	1.97675758
950.81	2.70493983	3.31689848
951.17	3.42874692	1.24029981
951.54	2.46907992	1.88683712
951.91	1.0301608	2.54588013
952.27	1.23228249	1.37239422
952.64	4.35661812	2.06473448
953	2.1084324	0.0455182
953.37	1.71228014	1.24579322
953.74	1.31339669	1.93327448
954.1	1.07834276	-0.51517319
954.47	2.47991179	3.20941529
954.83	-0.15011888	-0.34155836
955.2	1.16910475	0.27761153
955.56	3.62004302	2.01474299
955.93	1.21808944	0.85660504
956.29	1.79799914	0.85109982
956.66	4.25758053	1.12185211
957.02	3.18988953	3.44926659
957.39	0.96352755	1.51035142
957.75	3.46671991	1.95578239
958.12	3.19860838	2.08653403
958.48	2.54095064	1.87096783
958.85	3.01714349	0.55811554
959.21	3.14498057	3.1076422
959.58	1.49663555	1.00064627
959.94	3.0623088	2.19391077
960.31	5.04320931	2.90731678
960.67	3.86032455	2.50154959
961.04	2.74687115	0.99394259
961.4	3.13430475	0.7313737
961.77	2.97517236	2.80043207
962.13	4.19315559	2.18870745
962.49	6.51568362	2.73170397
962.86	5.37190033	2.79829678
963.22	4.35469278	3.47574631
963.59	4.59826455	2.59485537
963.95	5.22462649	3.92823698
964.31	5.26509439	2.95354655
964.68	1.86598884	2.67714952
965.04	2.33126308	3.35033491
965.4	4.73494278	1.79206873
965.77	4.46766167	3.02782958
966.13	2.78850408	2.11633536
966.5	-0.81349937	-0.66034475
966.86	2.98585276	3.07692276
967.22	1.52672823	2.88654865
967.59	4.42775801	2.83517797
967.95	3.79476039	2.978249
968.31	2.33980079	-3.1090718
968.67	2.00637942	1.93834833
969.04	2.37967685	2.47689169
969.4	0.0573946	1.95504485
969.76	3.15415489	-0.069527
970.13	5.36735647	4.4409673
970.49	1.49878151	0.83772657
970.85	-0.53369404	2.63966953
971.21	3.42780241	1.85640228
971.58	4.14306479	0.77713706
971.94	3.306849	2.38992666
972.3	2.22425114	1.65458207
972.66	-0.80255254	-1.10571782
973.03	2.77643466	2.08941807
973.39	4.39048372	1.9282557
973.75	3.48069103	0.34134419
974.11	3.25982308	4.53430476
974.47	0.46303873	2.72415522
974.84	3.37215053	1.14735818
975.2	1.2466407	3.69101957
975.56	0.33060102	0.30275246
975.92	5.4806728	1.81873055
976.28	1.06856083	3.03869627
976.64	2.93068198	0.49539358
977.01	9.15806265	3.84663228
977.37	2.53355983	-4.22452103
977.73	4.19154495	0.98964585
978.09	0.39192292	2.05299997
978.45	5.65748357	6.68669328
978.81	3.32084162	1.2620814
979.17	1.14558003	4.87634964
979.54	2.11967457	-2.49862069
979.9	1.23573146	0.51095286
980.26	1.87155762	1.33271159
980.62	1.41586932	3.4410064
980.98	3.63230277	0.78604484
981.34	-1.11689081	0.33831903
981.7	-0.64177826	1.86381648
982.06	2.6204148	-3.19416624
982.42	1.51997749	3.98358439
982.78	3.70144517	1.85989859
983.14	2.22931772	2.0056702
983.5	3.49661738	0.72861726
983.86	1.27989159	-1.33908008
984.22	1.81202405	3.5352148
984.58	0.99218934	3.72736672
984.94	0.91186436	-1.50446336
985.3	-0.91361605	-2.29258959
985.66	0.5441407	-2.5742441
986.02	-1.87153128	-2.00880448
986.38	2.19564302	0.15433404
986.74	2.09610455	2.05701839
987.1	1.66155626	-2.28335436
987.46	0.90628539	2.62549041
987.82	3.08932316	-1.50995911
988.18	1.1605021	5.41529194
988.54	3.46779508	2.15694332
988.9	0.00400821	-3.75569747
989.26	2.3330058	1.51979187
989.62	1.24600097	0.50409676
989.98	0.25776841	1.99331346
990.34	6.79736855	3.31306231
990.69	1.03340597	0.79516822
991.05	1.35433751	1.82511874
991.41	1.7078128	0.6492399
991.77	5.44066292	0.75135306
992.13	1.66824792	-0.39554264
992.49	4.17291986	0.46099707
992.85	2.94450075	-2.07873386
993.21	-4.54081437	-3.87958416
993.56	8.08757398	6.48128111
993.92	2.11747414	0.76869527
994.28	0.75028794	0.22778414
994.64	-2.40776267	1.09079127
995	1.52826394	-4.35551657
995.36	4.89541716	-2.56720664
995.71	-5.31017669	-7.3705671
996.07	2.89059232	1.03985522
996.43	3.67838347	1.07947948
996.79	1.60485193	1.14764437
997.14	1.5200581	-0.62875107
997.5	5.82886941	-0.83635763
997.86	-0.56698108	-2.7256666
998.22	-1.77096492	1.83671533
998.58	4.9270851	-0.93382583
998.93	-2.08126131	-2.13509277
999.29	-0.5522185	-3.43169702
999.65	-1.31495092	5.31833477
1000	11.02761571	6.6756999
1000.36	8.91177378	-0.41539293
1000.72	-1.67775432	0.23449568
1001.08	2.02116071	9.39387927
1001.43	1.07857017	2.46819654
1001.79	-2.46267528	0.28541505
1002.15	-6.94602406	-2.01014514
1002.5	-2.24105105	-5.34011179
1002.86	3.27051982	1.14809768
1003.22	5.4660415	1.43411067
1003.57	-1.65806	-0.69554504
1003.93	10.65360371	7.09663542
1004.29	6.59183244	12.69052714
1004.64	3.21548158	0.74483683
1005	-0.69234272	9.53947429
1005.36	4.52200116	-0.37321268
1005.71	1.2450986	-2.90690691
1006.07	1.24443287	-3.04420405
1006.42	-2.41072759	14.33360958
1006.78	3.68504554	-0.87302652
1007.14	-2.84036089	7.05117888
1007.49	-0.77933455	11.10997647
1007.85	-0.25351949	4.84825927
1008.2	0.0244412	-4.02693276
1008.56	0.3846826	-3.41052485
1008.91	7.44369601	0.97466576
1009.27	5.6705118	-9.06386077
1009.62	2.48248069	-3.52165277
1009.98	9.55000738	-0.15619509
1010.34	9.75499996	4.77651216
1010.69	5.95804446	0.13949007
1011.05	5.69417018	17.83773999
1011.4	4.12826801	-2.26391989
1011.76	6.940088	0.37152942
1012.11	-3.38823865	3.88169239
1012.47	-16.73834863	-16.24988243
1012.82	-0.75297829	-2.88724245
1013.18	-5.4423434	-9.26428936
1013.53	-2.13553261	-12.00449501
1013.88	8.40642883	8.21365738
1014.24	39.05982602	15.16711981
1014.59	-11.49071674	-2.73169121
1014.95	-0.32918017	3.79513471
1015.3	1.65600343	0.72646596
1015.66	13.9070447	4.00045313
1016.01	3.65400451	2.67653051
1016.37	3.11254528	-3.37694341
1016.72	-3.77153252	3.36241019
1017.07	3.56782834	-9.60711533
1017.43	0.57343647	5.17033293
1017.78	3.30926573	4.37627877
1018.13	0.72002681	6.98310217
1018.49	8.847079	-9.62394471
1018.84	29.01272748	3.56871651
1019.2	8.00040007	-8.95865451
1019.55	-7.21103543	-0.9049529
1019.9	-9.22989739	-35.8342857
1020.26	-10.41363162	-7.32663652
1020.61	7.61529655	4.12727445
1020.96	23.36872429	8.72180647
1021.32	20.67739137	-3.998678
1021.67	22.87326646	10.71649212
1022.02	33.5768928	-1.80093665
1022.38	25.26094684	26.4734058
1022.73	13.64330113	-23.1672477
1023.08	79.90239898	24.45062454
1023.43	7.64044413	16.05245519
1023.79	2.01462004	-2.85045143
1024.14	-7.30043448	-4.26680007
1024.49	-0.25227038	0.60853323
1024.84	-14.22775116	2.58066037
1025.2	-11.61343429	-12.72510707
1025.55	5.09416581	-3.67202278
1025.9	34.44508765	18.21949948
1026.25	-19.9280364	-13.94950881
1026.61	34.18102197	7.37934377
1026.96	-36.87371269	-18.07816056
1027.31	-0.27490412	20.75614956
1027.66	-2.07393065	-32.91877704
1028.01	-5.48788616	-12.92924607
1028.37	2.77740316	6.32320148
1028.72	-15.57373965	4.18017155
1029.07	-22.80600913	-6.58469652
1029.42	-9.61882626	3.46876458
1029.77	14.28970704	38.53755209
1030.12	12.41154927	40.47543005
1030.48	34.09721498	-10.24343478
1030.83	28.80787823	-1.88793287
1031.18	-12.71462947	33.46328991
1031.53	43.53177593	74.4865916
1031.88	-32.91652271	-16.56411215
1032.23	-9.46664946	-21.69949854
1032.58	41.43701856	15.71194849
1032.93	-5.21657785	-2.45180802
1033.28	30.17395978	24.24273133
1033.64	26.43567478	24.49354577
1033.99	-43.00059461	-26.60763963
1034.34	-43.00042243	-26.60746746
1034.69	-43.00025091	-26.60729594
