Wavelength_(nm)	S2_1.3uJ(arb.units)	S2_15uJ(arb.units)	S2_400uJ(arb.units)
947.14	-0.00227686	8.8355E-4	1.7005E-4
947.51	0.00489343	0.00530132	0.00305855
947.88	0.00326229	0.00193716	0.00183529
948.24	5.4385E-4	0.00268475	0.00299036
948.61	0.00278662	0.00288849	-3.738E-4
948.98	0.0014274	0.00285481	0.0042818
949.34	-0.00149518	-0.00190307	4.4198E-4
949.71	-1.7005E-4	3.397E-4	0.00462191
950.08	1.3596E-4	-0.00384023	0.00197085
950.44	0.00156336	0.00329638	0.00472378
950.81	0.00115548	-1.7005E-4	-0.00169933
951.17	0.00275253	0.00152927	-2.0374E-4
951.54	-0.0014274	-0.00244692	-0.00417993
951.91	-4.7567E-4	0.00400988	-7.8168E-4
952.27	0.00101952	3.0602E-4	0.0057092
952.64	0.00598113	0.00190307	0.00373836
953	0.00234505	-7.135E-4	0.00407806
953.37	0.00540319	-8.1577E-4	0.00489343
953.74	-0.00105361	9.8542E-4	3.738E-4
954.1	0.00299036	0.00207312	6.4572E-4
954.47	-2.3783E-4	0.00302445	-5.4385E-4
954.83	-6.4572E-4	0.00231096	0.00434999
955.2	0.00567511	0.00108729	0.00414584
955.56	0.00210681	-5.4385E-4	0.00302445
955.93	0.0024806	0.00166524	5.4385E-4
956.29	0.00492752	0.00227686	0.00329638
956.66	7.4759E-4	0.00227686	0.0024806
957.02	-4.0789E-4	-0.00275253	-6.1163E-4
957.39	-0.00258288	-0.00146149	9.8542E-4
957.75	0.00193716	-0.00193716	-0.00132553
958.12	2.0374E-4	0.00173301	0.00244692
958.48	0.00163114	0.00193716	0.0014274
958.85	0.00227686	0.00431589	-6.7981E-4
959.21	7.8168E-4	2.7192E-4	-5.4385E-4
959.58	9.5174E-4	0.00370427	-6.778E-5
959.94	6.7981E-4	-0.00288849	0.00241283
960.31	7.135E-4	-2.0374E-4	-4.0789E-4
960.67	-2.0374E-4	0.00203903	0.00479156
961.04	9.8542E-4	-4.4198E-4	-4.4198E-4
961.4	-0.00132553	0.00193716	0
961.77	3.738E-4	3.738E-4	3.738E-4
962.13	0.00234505	8.1577E-4	0.00193716
962.49	0.0025147	1.7005E-4	0.00190307
962.86	0.0014274	0.00152927	9.1764E-4
963.22	-2.3783E-4	0.00200494	0.00159705
963.59	-5.0976E-4	0.00254879	0.00173301
963.95	-4.0789E-4	7.135E-4	-6.1163E-4
964.31	0.00448595	0.0021409	0.00377204
964.68	0.00496161	0.00384023	0.00108729
965.04	-0.00703474	-0.00224277	0
965.4	0.0018012	0.00231096	6.778E-5
965.77	0.0018012	-3.397E-4	0.00169933
966.13	2.7192E-4	0.00373836	0.00149518
966.5	0.00224277	-0.00224277	5.0976E-4
966.86	0.00441776	0.00339825	4.4198E-4
967.22	5.7754E-4	-0.00125735	0.00333047
967.59	0.00237873	9.5174E-4	7.4759E-4
967.95	0.00350012	0.00135922	4.4198E-4
968.31	0.00292258	0.00312632	0.00210681
968.67	-0.00190307	0.00329638	3.409E-5
969.04	-1.7005E-4	-0.00129144	-8.8355E-4
969.4	-0.00169933	-7.8168E-4	0.00197085
969.76	2.3783E-4	3.409E-5	0.00462191
970.13	0.0025147	1.7005E-4	0.00149518
970.49	0.00159705	0.00190307	0.0039421
970.85	7.135E-4	0.00101952	4.0789E-4
971.21	0.00190307	0.00118957	0.00129144
971.58	-6.4572E-4	-0.00135922	0.00261657
971.94	0.00156336	0.00278662	2.3783E-4
972.3	-0.00112139	-2.0374E-4	6.1163E-4
972.66	0.00200494	0.00455373	0.00159705
973.03	0.0032286	0.00261657	-7.4759E-4
973.39	3.738E-4	-3.409E-5	-0.00105361
973.75	0.00146149	0.00594704	0.00502939
974.11	7.8168E-4	0.00169933	0.00292258
974.47	-0.00241283	-0.00271884	0.00227686
974.84	5.7754E-4	0.00312632	0.00118957
975.2	0.00146149	6.4572E-4	-2.7192E-4
975.56	3.397E-4	5.4385E-4	0.00288849
975.92	0.0032286	0.00333047	0.00190307
976.28	-0.00139331	-5.7754E-4	-6.778E-5
976.64	8.8355E-4	-8.4946E-4	9.8542E-4
977.01	0.00129144	-1.3596E-4	7.8168E-4
977.37	-8.8355E-4	0.00288849	0.00564143
977.73	0.00350012	0.00156336	4.4198E-4
978.09	0.00125735	0.00105361	-0.00108729
978.45	4.4198E-4	-3.738E-4	-0.00210681
978.81	-0.00115548	-0.00186898	0.00129144
979.17	-4.0789E-4	4.0789E-4	0.00367017
979.54	0.00333047	0.00312632	0.00587926
979.9	0.00139331	2.7192E-4	0.00159705
980.26	1.0187E-4	-9.1764E-4	0.00183529
980.62	0.00353421	-0.00319451	0.00149518
980.98	2.3783E-4	3.409E-5	4.4198E-4
981.34	0.0025147	5.7754E-4	0.00200494
981.7	7.4759E-4	0.00390801	0.00105361
982.06	-0.00387432	0.00479156	0.00611709
982.42	-0.0025147	-0.00118957	7.4759E-4
982.78	-0.00305855	-0.00316042	7.135E-4
983.14	0.00203903	0.00560733	0.00326229
983.5	0.00404397	0.00129144	6.778E-5
983.86	6.778E-5	6.778E-5	0.00220909
984.22	0.00285481	0.00326229	0.00244692
984.58	-0.00285481	3.0602E-4	0.0014274
984.94	0.00105361	5.4385E-4	6.4572E-4
985.3	7.135E-4	4.0789E-4	0.00509758
985.66	0.00384023	1.7005E-4	6.7981E-4
986.02	0.00350012	0.00553915	0.00757818
986.38	0.0021409	0.00326229	0.0014274
986.74	0.0018012	5.7754E-4	7.8168E-4
987.1	3.0602E-4	-3.0602E-4	4.0789E-4
987.46	0.00125735	-0.0018012	3.409E-5
987.82	2.3783E-4	0.00370427	0.00451963
988.18	-1.0187E-4	-0.00152927	0.00407806
988.54	0.00115548	0.00156336	6.4572E-4
988.9	0.00482565	0.00513167	0.00278662
989.26	0.00159705	0.00455373	0.00159705
989.62	0.00292258	-8.4946E-4	0.00261657
989.98	7.8168E-4	-9.5174E-4	3.738E-4
990.34	-0.00190307	0.0036024	0.00105361
990.69	6.7981E-4	-0.00135922	4.7567E-4
991.05	-0.00326229	0.00305855	-0.0014274
991.41	-3.0602E-4	0.00193716	-4.0789E-4
991.77	0.00367017	0.00234505	0.00265066
992.13	8.8355E-4	0.00139331	-0.00115548
992.49	0.00363608	0.0032286	0.00577739
992.85	0.00139331	-7.4759E-4	0.00108729
993.21	-0.00105361	0.00210681	0.00108729
993.56	0.00275253	-0.00244692	-0.00122326
993.92	3.397E-4	0.00207312	0.00237873
994.28	-2.7192E-4	0.00421402	0.00299036
994.64	9.5174E-4	0.00258288	0.00370427
995	2.0374E-4	-0.00163114	9.1764E-4
995.36	8.1577E-4	0.00193716	-1.0187E-4
995.71	0.00299036	-4.7567E-4	9.5174E-4
996.07	0.00557324	0.00434999	0.00108729
996.43	0.00282071	0.0018012	0.0053695
996.79	-0.00207312	0.00434999	0.00139331
997.14	0.00462191	0.00309264	0.00166524
997.5	0.00380614	0.00186898	0.00176711
997.86	0.0032286	0.00220909	0.0032286
998.22	0.0046556	0.00353421	0.00496161
998.58	0.00183529	-7.135E-4	0.00173301
998.93	3.0602E-4	-4.0789E-4	0.0021409
999.29	-9.1764E-4	0.00438408	0.00254879
999.65	0.00299036	0.00329638	0.00217499
1000	-0.00115548	0.00200494	-9.5174E-4
1000.36	8.1577E-4	0.00101952	0.00224277
1000.72	0.00118957	5.7754E-4	0.00169933
1001.08	0.0024806	0.00227686	0.00135922
1001.43	0.00149518	0.00261657	0.0025147
1001.79	0.00492752	0.00492752	0.00197085
1002.15	0.00268475	0.0036024	0.00217499
1002.5	0.00363608	0.00108729	0.00118957
1002.86	0.00380614	-3.738E-4	0.00146149
1003.22	0.0039421	3.738E-4	-0.00207312
1003.57	6.7981E-4	-0.00115548	-4.4198E-4
1003.93	0.00373836	0.00108729	0.00363608
1004.29	0.00424812	0.00353421	0.00384023
1004.64	0.00560733	0.00387432	0.00336456
1005	7.4759E-4	4.4198E-4	-5.7754E-4
1005.36	0.00200494	-1.3596E-4	0.00312632
1005.71	0.00156336	0.00105361	0.00339825
1006.07	0.00227686	0.00146149	6.4572E-4
1006.42	0.00353421	-0.00502939	-3.409E-5
1006.78	0.00373836	0.0046556	6.7981E-4
1007.14	1.3596E-4	-0.00220909	2.3783E-4
1007.49	0.00346643	-8.1577E-4	0.0035683
1007.85	0.00200494	0.00445186	-0.00125735
1008.2	-1.0187E-4	0.0021409	0.00152927
1008.56	8.4946E-4	0.00400988	0.00482565
1008.91	0.00200494	0.00373836	0.00149518
1009.27	0.00135922	-0.00261657	0.00217499
1009.62	4.7567E-4	-0.00421402	-0.00217499
1009.98	0.0025147	7.8168E-4	0.00333047
1010.34	-0.0021409	-5.0976E-4	5.0976E-4
1010.69	-4.4198E-4	0.00169933	0.00343234
1011.05	-0.0024806	-0.00553915	0.00241283
1011.4	0.00118957	4.7567E-4	0.00353421
1011.76	0.00163114	0.00336456	4.0789E-4
1012.11	-0.00159705	2.3783E-4	-0.00169933
1012.47	-0.00105361	2.7192E-4	0.0053695
1012.82	0.0036024	0.00390801	0.00645679
1013.18	0.00108729	0.00129144	0.00363608
1013.53	3.0602E-4	0.00316042	7.135E-4
1013.88	-0.00234505	-0.00224277	0
1014.24	0.00384023	0.00312632	0.00404397
1014.59	0.00353421	0.00292258	0.00312632
1014.95	0.00479156	-8.1577E-4	0.00367017
1015.3	0.00367017	2.0374E-4	0.00326229
1015.66	-0.00350012	-0.00115548	0.00200494
1016.01	-1.0187E-4	0.00224277	0
1016.37	-0.00105361	8.8355E-4	0.0018012
1016.72	-0.00149518	0.00288849	-5.7754E-4
1017.07	0.00431589	0.00339825	0.00350012
1017.43	3.738E-4	0.00414584	4.7567E-4
1017.78	7.135E-4	0.0035683	0.0057092
1018.13	5.0976E-4	0.00305855	0.00193716
1018.49	-0.00254879	-0.00265066	-9.1764E-4
1018.84	-1.0187E-4	2.0374E-4	0.00152927
1019.2	0.00489343	5.0976E-4	0.00132553
1019.55	0.00268475	8.4946E-4	-7.8168E-4
1019.9	0.00115548	7.4759E-4	0.0024806
1020.26	0.00190307	-0.00237873	-0.00197085
1020.61	0.00231096	0.0039421	0.00516535
1020.96	-0.00234505	0.00132553	0.00173301
1021.32	-6.7981E-4	2.3783E-4	8.4946E-4
1021.67	5.7754E-4	0.00200494	8.8355E-4
1022.02	0.00112139	0.00468969	0.00387432
1022.38	-0.00316042	-0.00336456	-0.00152927
1022.73	0.00224277	0.0014274	0.00407806
1023.08	0.00343234	0.00210681	0.0032286
1023.43	3.738E-4	0.00373836	0.00302445
1023.79	-0.00421402	-0.00278662	-0.00258288
1024.14	-3.409E-5	-0.00237873	-0.00207312
1024.49	-5.0976E-4	3.0602E-4	0.00203903
1024.84	0.00326229	0.00305855	0.00275253
1025.2	0.0039421	0.00108729	0.00384023
1025.55	-0.00146149	-5.4385E-4	0.00302445
1025.9	0.00285481	6.1163E-4	2.0374E-4
1026.25	-0.00115548	0.00557324	0.00384023
1026.61	-0.00271884	0.00105361	0.00309264
1026.96	3.409E-5	0.00207312	0.00176711
1027.31	-0.00224277	0.0021409	0.00163114
1027.66	0.00118957	-9.5174E-4	-3.397E-4
1028.01	0.00462191	6.4572E-4	0.00350012
1028.37	-0.0032286	2.3783E-4	0.00186898
1028.72	1.7005E-4	-0.00186898	0.00129144
1029.07	3.397E-4	-7.8168E-4	-0.0018012
1029.42	0.00350012	0.00166524	0.00319451
1029.77	-0.0014274	3.0602E-4	7.135E-4
1030.12	0.00370427	0.00400988	0.00278662
1030.48	1.0187E-4	0.00234505	0.00183529
1030.83	8.1577E-4	-0.00122326	-7.135E-4
1031.18	8.8355E-4	0.00363608	0.00190307
1031.53	0.00387432	0.00203903	0.00367017
1031.88	4.7567E-4	8.8355E-4	0.00190307
1032.23	4.0789E-4	-0.00112139	5.0976E-4
1032.58	0.00176711	-2.7192E-4	3.409E-5
1032.93	0.0032286	0.00353421	4.7567E-4
1033.28	0.00434999	0.00526763	3.738E-4
1033.64	6.7981E-4	-9.5174E-4	-4.4198E-4
1033.99	0.00169933	0.00231096	0.00414584
1034.34	0.00169933	0.00231096	0.00414584
1034.69	0.00169933	0.00231096	0.00414584
