Wavelength(nm)	Pump_35(uJ)	Pump_73(uJ)	Pump_140(uJ)	Pump_260(uJ)	Pump_400(uJ)
463.05	0.00114684	0.00246995	0.00246995	0.00220519	0.00105835	0.00141125
463.49	-0.0028225	0.00220519	7.058E-4	0.00158788	0.00185229	-0.00158788
463.93	0.0031754	0.00379306	0.00185229	0.00176415	0.00185229	0.00132311
464.37	0.00423375	0.00485141	0.00379306	0.00449851	0.00732101	0.00538059
464.8	0.00405748	0.00344016	0.00335203	0.0035283	0.00396934	0.00273436
465.24	-8.814E-5	0.00158788	0.00176415	0.00273436	0.00194042	0.00194042
465.68	-0.00299913	8.814E-5	3.529E-4	-0.00291099	-0.00414561	6.1731E-4
466.12	0.00123498	0.00273436	0.00246995	0.00564535	0.00176415	0.00344016
466.56	5.2917E-4	0.00467479	0.00185229	0.00202891	0.00238146	-5.2917E-4
466.99	8.814E-5	-4.4104E-4	-0.00132311	1.7627E-4	-0.00105835	-8.814E-5
467.43	0.00229333	0.00167601	-8.8208E-4	5.2917E-4	0.00149939	0.00202891
467.87	0.00185229	0.00176415	3.529E-4	-2.6476E-4	0.0038812	0.00114684
468.31	8.814E-5	0.00273436	0.00105835	-3.529E-4	-8.8208E-4	7.9394E-4
468.74	0.00149939	-8.8208E-4	0.00246995	9.7021E-4	0.00167601	2.6476E-4
469.18	0.00546873	0.00485141	0.00370458	0.00520431	0.00564535	0.00396934
469.62	0.00220519	0.00396934	0.00149939	0.00149939	0.00158788	0.00167601
470.06	-0.00299913	-0.00176415	3.529E-4	-0.00158788	-0.00211705	-0.00158788
470.49	0.00273436	8.8208E-4	5.2917E-4	0.0031754	0.00132311	0.00379306
470.93	0.00326354	0.00149939	0.00229333	0.00546873	0.00299913	0.0038812
471.37	0.00114684	8.8208E-4	4.4104E-4	-0.00194042	-0.00264623	-0.00273436
471.8	0.00229333	-8.8208E-4	0.00123498	-0.00211705	0.00114684	-0.00132311
472.24	0.00555686	0.00176415	0.0035283	0.00379306	0.0059979	0.00114684
472.68	0.00326354	0.00114684	0.00396934	0.00687998	0.00396934	0.00185229
473.12	0.0031754	3.529E-4	0.00361644	0.00344016	6.1731E-4	0.0031754
473.55	0.00211705	2.6476E-4	0.00141125	2.6476E-4	0.00291099	-3.529E-4
473.99	0.00344016	0.00414561	0.00414561	0.00458665	0.00485141	0.00114684
474.43	-0.00229333	-0.00176415	-0.00194042	-0.00229333	-0.00299913	8.814E-5
474.86	4.4104E-4	4.4104E-4	-2.6476E-4	0.00220519	-4.4104E-4	0.00114684
475.3	0.00229333	0.00229333	0.00149939	7.058E-4	0.00123498	0.00158788
475.74	-3.529E-4	0.00423375	0.00229333	7.058E-4	0.00132311	7.058E-4
476.17	0.00414561	0.00273436	0.00185229	0.00299913	0.00220519	0.00105835
476.61	0.00291099	0.00476328	0.00167601	2.6476E-4	9.7021E-4	0.00105835
477.05	0.00529245	0.00423375	0.00405748	0.00441038	0.00696846	0.00458665
477.48	0.00326354	0.00449851	0.00379306	0.00441038	0.00291099	0.00502769
477.92	0.00158788	0.00158788	-9.7021E-4	0.00123498	1.7627E-4	0.00176415
478.35	0.00467479	0.00326354	0.00476328	0.00485141	0.0035283	0.00335203
478.79	0.00167601	7.9394E-4	-8.8208E-4	0.00176415	0.0035283	0.00299913
479.23	-8.8208E-4	-0.00211705	8.814E-5	0.00149939	0.00176415	0
479.66	-8.814E-5	0.00264623	0.00176415	0.00114684	-0.00149939	-9.7021E-4
480.1	0.00326354	0.00308726	0.00141125	7.9394E-4	9.7021E-4	0.0028225
480.54	0	3.529E-4	0.00326354	4.4104E-4	-3.529E-4	0.00114684
480.97	0.00379306	0.00229333	0.00326354	0.00105835	1.7627E-4	0.00202891
481.41	-2.6476E-4	0.00176415	0	3.529E-4	0.00423375	0.00105835
481.84	0.0028225	0.00255809	0.00158788	9.7021E-4	5.2917E-4	6.1731E-4
482.28	-0.00123498	-2.6476E-4	0.00158788	-0.0028225	8.814E-5	-0.00194042
482.71	0.00582163	0.00476328	0.00485141	0.00555686	0.00511583	0.00467479
483.15	-0.00185229	0.00379306	3.529E-4	0.00246995	0.00326354	-6.1731E-4
483.59	7.058E-4	-7.058E-4	-3.529E-4	-5.2917E-4	0.00141125	5.2917E-4
484.02	0.00370458	0.0031754	0.00149939	0.00132311	0.00238146	0.00149939
484.46	0.00185229	0.0035283	0.00502769	0.0038812	0.00529245	0.00361644
484.89	4.4104E-4	4.4104E-4	-7.058E-4	0.0028225	4.4104E-4	0.00344016
485.33	0.00229333	0.0035283	0.00529245	0.00582163	0.00167601	0.00502769
485.76	0.00123498	0.00158788	0.00105835	0.00114684	8.8208E-4	0.00202891
486.2	0.00132311	0.0028225	-8.8208E-4	-0.00255809	-0.00202891	1.7627E-4
486.63	0.0035283	0.00458665	0.00105835	1.7627E-4	0.00141125	0.0028225
487.07	3.529E-4	0.00158788	0.0031754	0	-1.7627E-4	2.6476E-4
487.5	-9.7021E-4	-0.0035283	0	-8.814E-5	-0.00114684	-0.0035283
487.94	0.00114684	0.00149939	0.00246995	8.814E-5	4.4104E-4	0.00299913
488.37	0.00105835	0.00529245	0.00449851	0.00264623	0.00414561	0.00185229
488.81	-0.00105835	0.00158788	0.00176415	0.00220519	-1.7627E-4	0.00176415
489.24	0.00423375	0.00590976	0.00476328	0.00776205	0.00467479	0.00573349
489.68	0.00335203	0.00793868	0.00511583	0.00555686	0.00573349	0.00405748
490.11	8.8208E-4	0.00246995	0.00476328	0.00229333	0.0035283	0.00202891
490.55	0.00546873	0.00458665	0.00573349	0.00449851	0.00414561	0.00493955
490.98	0.00141125	0.00538059	0.0031754	0.00555686	0.00255809	7.058E-4
491.42	0.00105835	0.00185229	0.00185229	0.0031754	-8.8208E-4	0.00458665
491.85	0.00167601	0.00185229	0.00291099	0.00176415	0.00114684	0.00308726
492.29	0.00132311	0.00511583	0.00255809	0.00149939	8.8208E-4	0.00273436
492.72	0.00326354	0.00529245	0.00546873	0.00344016	0.00361644	0.00493955
493.16	8.8208E-4	0.00273436	8.8208E-4	0.00405748	0.00414561	0.00458665
493.59	0.00423375	0.00229333	0.0031754	0.00511583	0.00467479	0.00687998
494.03	3.529E-4	0.00396934	0.00255809	0.0035283	0.00344016	8.8208E-4
494.46	9.7021E-4	0.00167601	0.00246995	0.00441038	6.1731E-4	0.00167601
494.89	0.0028225	0.0035283	0.00238146	0.00238146	0.0035283	0.00176415
495.33	0.00167601	0.00299913	0.00502769	0.00344016	0.00476328	0.0035283
495.76	0.0038812	0.00326354	0.00370458	0.00396934	0.00405748	0.00255809
496.2	0.00335203	0.00458665	0.00529245	0.0070566	0.00590976	0.00326354
496.63	0.00405748	0.0035283	0.00246995	0.00344016	0.00423375	0.00441038
497.06	0.00529245	0.00529245	0.00476328	0.00758578	0.0028225	0.00546873
497.5	0.00326354	0.00502769	7.058E-4	0.00414561	0.00255809	0.00335203
497.93	0.00458665	0.00158788	0.00255809	0.00335203	0.00661556	0.00335203
498.37	0.00361644	0.00758578	0.00423375	0.0074095	0.00643894	0.0059979
498.8	0.00696846	0.00335203	0.00264623	0.00167601	0.0028225	0.00185229
499.23	0.00829158	0.00441038	0.00361644	0.00908516	0.00423375	0.00555686
499.67	0.00299913	0.00511583	0.01181988	0.01137884	0.00617453	0.00732101
500.1	0.00546873	0.00432224	0.00502769	0.00396934	0.00758578	0.00449851
500.53	0.00758578	0.00661556	0.00546873	0.0067037	0.0074095	0.00511583
500.97	1.7627E-4	0.00485141	-2.6476E-4	0.00264623	5.2917E-4	0.00149939
501.4	0.00767391	0.00661556	0.00758578	0.00555686	0.0063508	0.00749764
501.83	0.00202891	0.00149939	0.00502769	0.0035283	0.00185229	0.00167601
502.27	0.00202891	0.00344016	0.00326354	0.00326354	0.00185229	7.058E-4
502.7	0.00361644	0.00652743	0.00449851	0.00617453	0.00758578	0.00273436
503.13	0.00220519	0.0038812	0.00449851	0.00432224	0.00432224	0.00626266
503.57	0.00449851	0.00414561	0.00361644	0.00291099	0.00405748	0.00123498
504	0.00573349	0.00493955	0.00511583	0.0038812	0.00493955	0.00414561
504.43	0.00423375	0.00546873	0.00361644	0.00520431	0.00467479	0.00335203
504.87	0.00432224	0.00538059	0.00105835	0.00714474	0.00661556	0.00194042
505.3	0.00255809	0.0028225	0.00335203	0.00590976	0.00520431	0.0038812
505.73	0.00723288	0.0070566	0.00573349	0.00714474	0.00802681	0.00326354
506.17	0.00344016	0.00158788	0.00802681	0.00493955	0.00441038	0.00511583
506.6	0.0031754	0.00379306	0.0035283	0.00502769	0.00652743	0.00326354
507.03	0.00538059	0.00379306	0.00423375	0.00538059	0.00299913	0.00326354
507.46	0.00476328	0.00652743	0.00485141	0.00679184	0.00679184	0.00458665
507.9	0.00555686	0.00723288	0.00441038	0.00582163	0.00837971	0.00335203
508.33	0.00458665	0.00590976	0.00793868	0.00652743	0.00679184	0.00679184
508.76	0.00758578	0.00529245	0.00723288	0.00467479	0.00679184	0.00714474
509.19	0.00608639	0.0063508	0.00370458	0.00837971	0.00714474	0.00608639
509.63	0.00538059	0.00696846	0.00590976	0.00546873	0.00546873	0.00617453
510.06	0.00564535	0.00414561	0.00449851	0.00379306	0.0035283	0.00643894
510.49	0.00458665	0.00238146	0.00326354	0.00520431	0.0031754	0.00141125
510.92	0.00538059	0.0095262	0.00926179	0.00882075	0.00723288	0.0063508
511.36	0.00291099	0.0063508	0.00273436	0.00423375	0.00185229	7.9394E-4
511.79	0.00749764	0.00564535	0.0095262	0.00449851	0.00732101	0.00714474
512.22	0.0028225	0.00502769	0.00485141	0.00538059	0.00370458	0.00176415
512.65	0.00423375	0.00149939	0.00105835	0.00485141	1.7627E-4	0.00511583
513.08	0.00811495	0.00776205	0.00846785	0.0105849	0.00767391	0.00899703
513.52	0.0059979	0.00723288	0.00855599	0.00582163	0.00582163	0.00564535
513.95	0.00661556	0.00687998	0.0035283	0.0028225	0.00405748	0.00626266
514.38	0.00511583	0.00582163	0.00326354	0.00529245	0.00502769	0.00458665
514.81	0.00335203	0.0038812	0.00493955	0.00485141	0.00273436	0.00573349
515.24	0.00582163	0.00582163	0.00846785	0.00687998	0.00793868	0.00820309
515.67	0.00829158	0.00873261	0.01049676	0.00785054	0.00573349	0.0070566
516.11	0.00255809	0.00643894	0.00335203	0.0038812	0.00432224	0.00520431
516.54	0.00573349	0.00961469	0.00749764	0.00793868	0.00961469	0.00617453
516.97	0.01014386	0.010232	0.00793868	0.00855599	0.01014386	0.00793868
517.4	0.00449851	0.00502769	0.00687998	0.00555686	0.00749764	0.00767391
517.83	0.00802681	0.00934993	0.00970283	0.00996724	0.00626266	0.00829158
518.26	0.0074095	0.00441038	0.00555686	0.0063508	0.0070566	0.00414561
518.69	0.00723288	0.00546873	0.00529245	0.00785054	0.00405748	0.00555686
519.13	0.00520431	0.00687998	0.00308726	0.0038812	0.00379306	0.00626266
519.56	0.00335203	0.00538059	0.00732101	0.00652743	0.00414561	0.0095262
519.99	0.00873261	0.00555686	0.00555686	0.00899703	0.00661556	0.00273436
520.42	0.00652743	0.00608639	0.0059979	0.00617453	0.00811495	0.00546873
520.85	0.00661556	0.00890889	0.0074095	0.00714474	0.00732101	0.0063508
521.28	0.00555686	0.00485141	0.00361644	0.00617453	0.00538059	0.00449851
521.71	0.00449851	0.00238146	0.00652743	0.00626266	0.0063508	0.0067037
522.14	0.00979096	0.00555686	0.00608639	0.00890889	0.00749764	0.00996724
522.57	0.00502769	0.00529245	0.00564535	0.00590976	0.0067037	0.00273436
523	0.00493955	0.00590976	0.0063508	0.00661556	0.00776205	0.0074095
523.43	0.00291099	0.00396934	0.00246995	0.00220519	0.00211705	0.00273436
523.87	8.8208E-4	0.00229333	0.00255809	0.0035283	0.00335203	0.00158788
524.3	-5.2917E-4	-8.8208E-4	0.00202891	0.00361644	0.00185229	-6.1731E-4
524.73	0.00291099	3.529E-4	0.00105835	0.00123498	0.0038812	0.00176415
525.16	0.00246995	0.00185229	0.00158788	0.00220519	0.00423375	0.0031754
525.59	0.00291099	0.00273436	-5.2917E-4	-2.6476E-4	0.00123498	8.8208E-4
526.02	0.00661556	0.16891598	0.17262056	0.0165828	0.01825881	0.01173139
526.45	-6.1731E-4	0.00255809	0.00202891	5.2917E-4	-0.00423375	-0.00123498
526.88	-0.00105835	0.00476328	0.00105835	-2.6476E-4	5.2917E-4	0.00229333
527.31	-0.00194042	0.00114684	0.00149939	7.9394E-4	-0.00370458	0
527.74	-0.00185229	-5.2917E-4	-0.00220519	-0.00273436	-0.00114684	-0.00432224
528.17	-0.00520431	-8.814E-5	-0.00335203	8.8208E-4	-0.00220519	0
528.6	-0.00141125	-7.058E-4	6.1731E-4	2.6476E-4	0.00211705	6.1731E-4
529.03	-1.7627E-4	-4.4104E-4	0	-1.7627E-4	-7.9394E-4	0.00167601
529.46	4.4104E-4	-9.7021E-4	-8.814E-5	0.00185229	8.814E-5	-8.8208E-4
529.89	-4.4104E-4	-0.00202891	-0.00238146	-0.00158788	-9.7021E-4	-0.00114684
530.32	0.00432224	0.0028225	0.00238146	0.00379306	0.00529245	0.00529245
530.75	-0.00211705	0.00211705	0.00194042	0.00423375	-1.7627E-4	-0.00176415
531.18	2.6476E-4	-0.00105835	-8.8208E-4	-0.00149939	-0.00176415	-8.8208E-4
531.61	-0.0028225	-0.00194042	-0.00167601	-0.00211705	0.00123498	-2.6476E-4
532.04	7.058E-4	-4.4104E-4	-0.00273436	-4.4104E-4	-2.6476E-4	-0.00194042
532.47	-2.6476E-4	0.00123498	5.2917E-4	0.00405748	0.00211705	0
532.9	-0.00194042	0.00123498	-0.00238146	0.00211705	0.00185229	-0.00158788
533.32	-7.9394E-4	8.8208E-4	0.00185229	-8.814E-5	0.00158788	-2.6476E-4
533.75	-0.00370458	9.7021E-4	-0.00202891	-5.2917E-4	-0.00220519	0.00308726
534.18	-0.00123498	6.1731E-4	-0.00246995	-0.00273436	-0.0028225	7.9394E-4
534.61	-1.7627E-4	0.00202891	-0.00220519	-0.00202891	1.7627E-4	-8.8208E-4
535.04	0.00467479	0.00414561	0.00185229	0.00264623	0.00344016	0.00273436
535.47	-5.2917E-4	0.00220519	0.00132311	0.00229333	7.9394E-4	6.1731E-4
535.9	-0.00132311	-0.00229333	-6.1731E-4	0.00114684	-0.00141125	-0.00194042
536.33	2.6476E-4	-0.00114684	8.8208E-4	-0.00158788	3.529E-4	0.00105835
536.76	0.00573349	0.0038812	0.00476328	0.00590976	0.00467479	0.00291099
537.19	0.00158788	0.00361644	0.0038812	0.00114684	0.00185229	0.00308726
537.62	0.00132311	-8.814E-5	1.7627E-4	0.00167601	-4.4104E-4	0.00158788
538.04	0.00264623	-6.1731E-4	0.00123498	8.8208E-4	0.00123498	0.00132311
538.47	0.00185229	0.00308726	-7.9394E-4	0.00132311	8.8208E-4	-8.8208E-4
538.9	0.00370458	0.00423375	0.00185229	0.00485141	0.00211705	0.00194042
539.33	0.00132311	0.00149939	0.00299913	0.00220519	0.00361644	0.0028225
539.76	0.00379306	0.00485141	0.00449851	0.00255809	0.00308726	0.00308726
540.19	0.00538059	0.00643894	0.00855599	0.00573349	0.00626266	0.00476328
540.62	0.00511583	0.00590976	0.00432224	0.00573349	0.00626266	0.00767391
541.04	0.01032014	0.01111408	0.00864413	0.01261346	0.00617453	0.00714474
541.47	0.00529245	0.00837971	0.00767391	0.00979096	0.00661556	0.01076118
541.9	0.00617453	0.00864413	0.0059979	0.00837971	0.00917365	0.00687998
542.33	0.00687998	0.00529245	0.0038812	0.00776205	0.00661556	0.00732101
542.76	0.00785054	0.00961469	0.00546873	0.00793868	0.00767391	0.00785054
543.19	0.00379306	0.00555686	0.00643894	0.0038812	0.00679184	0.00467479
543.61	0.00776205	0.00643894	0.00732101	0.00679184	0.00837971	0.00873261
544.04	0.01102594	0.00608639	0.00758578	0.00829158	0.0105849	0.01049676
544.47	0.01402471	0.01675943	0.01605363	0.01234905	0.01358368	0.01146698
544.9	0.0070566	0.0105849	0.01032014	0.01331926	0.01261346	0.00882075
545.33	0.01155511	0.01155511	0.0095262	0.01040828	0.00970283	0.0095262
545.75	0.00970283	0.0105849	0.01032014	0.0109378	0.00996724	0.00679184
546.18	0.00979096	0.00908516	0.00873261	0.00926179	0.00899703	0.0095262
546.61	0.00590976	0.00820309	0.00785054	0.00546873	0.00873261	0.00238146
547.04	0.00458665	0.00882075	0.0059979	0.00626266	0.00467479	0.00652743
547.46	0.00590976	0.00696846	0.0031754	0.00714474	0.00626266	0.00529245
547.89	0.00767391	0.00846785	0.00555686	0.00882075	0.00643894	0.00590976
548.32	0.00802681	0.00961469	0.00890889	0.0127016	0.00820309	0.0067037
548.75	0.01032014	0.00776205	0.0067037	0.00837971	0.00696846	0.00696846
549.17	0.0070566	0.00158788	0.00405748	0.0070566	0.00379306	0.00379306
549.6	0.00785054	0.00661556	0.0063508	0.01076118	0.00714474	0.00776205
550.03	0.00837971	0.0098791	0.00485141	0.00617453	0.00564535	0.00802681
550.46	0.00546873	0.00785054	0.00785054	0.00652743	0.00749764	0.01005573
550.88	0.00344016	0.00687998	0.00758578	0.00687998	0.010232	0.00846785
551.31	0.00564535	0.00326354	0.00679184	0.00811495	0.00696846	0.00643894
551.74	0.01084931	0.00723288	0.00758578	0.00908516	0.00890889	0.00723288
552.16	0.00626266	0.00441038	0.00732101	0.01084931	0.0070566	0.00643894
552.59	0.00679184	0.01137884	0.00961469	0.01067304	0.00855599	0.01120221
553.02	0.01005573	0.01349554	0.01120221	0.00820309	0.00864413	0.00864413
553.44	0.00687998	0.00829158	0.00917365	0.01199615	0.00732101	0.0105849
553.87	0.0095262	0.00979096	0.00961469	0.0098791	0.00855599	0.00714474
554.3	0.00811495	0.00837971	0.00793868	0.00934993	0.01129035	0.00961469
554.72	0.01199615	0.0109378	0.00793868	0.00917365	0.01040828	0.00926179
555.15	0.00714474	0.01040828	0.00608639	0.01481865	0.00961469	0.00820309
555.58	0.00890889	0.01032014	0.00864413	0.01040828	0.00732101	0.00776205
556	0.0070566	0.00829158	0.00520431	0.00811495	0.00943806	0.00714474
556.43	0.00829158	0.0105849	0.00749764	0.00908516	0.0070566	0.00802681
556.86	0.00458665	0.0059979	0.00432224	0.0074095	0.00520431	0.0067037
557.28	0.0074095	0.00626266	0.00546873	0.00617453	0.00652743	0.0067037
557.71	0.00449851	0.00749764	0.00573349	0.00732101	0.00529245	0.00723288
558.14	0.00776205	0.01014386	0.0074095	0.01129035	0.00934993	0.00820309
558.56	0.00926179	0.00687998	0.00661556	0.00811495	0.00758578	0.00776205
558.99	0.00758578	0.00793868	0.00749764	0.01005573	0.00811495	0.0098791
559.41	0.00917365	0.0105849	0.00696846	0.00732101	0.01137884	0.00793868
559.84	0.00934993	0.01067304	0.00785054	0.01146698	0.0074095	0.01067304
560.27	0.00652743	0.01102594	0.00652743	0.00917365	0.00820309	0.00846785
560.69	0.00538059	0.00732101	0.00617453	0.00723288	0.00749764	0.00652743
561.12	0.00996724	0.00732101	0.00908516	0.00996724	0.00846785	0.0098791
561.54	0.0095262	0.00917365	0.01314264	0.00890889	0.00846785	0.00961469
561.97	0.00943806	0.0105849	0.00917365	0.01155511	0.01005573	0.01005573
562.39	0.00555686	0.00626266	0.00573349	0.00529245	0.00714474	0.0067037
562.82	0.00908516	0.00811495	0.01102594	0.00996724	0.01049676	0.00908516
563.25	0.00643894	0.00776205	0.00476328	0.00714474	0.00511583	0.0063508
563.67	0.00793868	0.0070566	0.00749764	0.00767391	0.00758578	0.00502769
564.1	0.00511583	0.00405748	0.00546873	0.0038812	0.00696846	0.00167601
564.52	0.00890889	0.00661556	0.00652743	0.00917365	0.00687998	0.00687998
564.95	0.00890889	0.00829158	0.00529245	0.0074095	0.01226056	0.00749764
565.37	0.00776205	0.00793868	0.00732101	0.00776205	0.00873261	0.00899703
565.8	0.00943806	0.00934993	0.01005573	0.01137884	0.01032014	0.0095262
566.22	0.00785054	0.00961469	0.01049676	0.01111408	0.00811495	0.0105849
566.65	0.0070566	0.00749764	0.00926179	0.00652743	0.00855599	0.00890889
567.07	0.00749764	0.00996724	0.0063508	0.0095262	0.0074095	0.00714474
567.5	0.00811495	0.00979096	0.00979096	0.00882075	0.00802681	0.01032014
567.92	0.00996724	0.00961469	0.00714474	0.01181988	0.010232	0.01129035
568.35	0.00785054	0.00979096	0.0067037	0.00679184	0.0095262	0.01040828
568.77	0.00882075	0.01137884	0.01102594	0.00890889	0.00785054	0.01279009
569.2	0.01102594	0.01014386	0.0137603	0.01323113	0.01252533	0.01243719
569.62	0.00811495	0.00661556	0.00837971	0.00934993	0.00926179	0.00846785
570.05	0.01190801	0.00926179	0.00573349	0.00926179	0.01252533	0.00776205
570.47	0.00820309	0.01129035	0.01234905	0.00926179	0.0063508	0.01314264
570.9	0.00546873	0.00926179	0.00979096	0.00890889	0.00890889	0.00961469
571.32	0.01287823	0.01261346	0.01323113	0.01384844	0.01367216	0.0137603
571.74	0.01199615	0.00970283	0.01129035	0.01331926	0.01314264	0.0172886
572.17	0.01226056	0.01164325	0.01428948	0.01358368	0.01367216	0.0130545
572.59	0.0137603	0.0130545	0.01605363	0.01199615	0.01129035	0.01323113
573.02	0.00661556	0.00785054	0.0063508	0.01032014	0.01032014	0.00802681
573.44	0.00926179	0.00970283	0.01155511	0.00961469	0.00793868	0.01005573
573.87	0.00811495	0.00996724	0.01129035	0.00943806	0.0109378	0.01252533
574.29	0.00855599	0.01217243	0.01102594	0.01226056	0.01331926	0.01217243
574.71	0.01252533	0.01234905	0.01102594	0.01164325	0.01252533	0.01367216
575.14	0.00934993	0.00802681	0.0109378	0.01190801	0.01067304	0.01287823
575.56	0.01234905	0.01120221	0.01120221	0.01428948	0.01190801	0.01243719
575.99	0.0127016	0.01208429	0.01164325	0.01428948	0.01164325	0.01243719
576.41	0.0105849	0.01032014	0.01287823	0.01490679	0.01279009	0.01190801
576.83	0.01190801	0.0127016	0.01428948	0.01393658	0.01120221	0.01314264
577.26	0.00608639	0.00776205	0.0059979	0.0109378	0.00679184	0.00785054
577.68	0.01481865	0.01217243	0.01164325	0.01455424	0.01234905	0.01226056
578.1	0.00846785	0.0098791	0.0074095	0.00732101	0.010232	0.01146698
578.53	0.00864413	0.01199615	0.00908516	0.0109378	0.01181988	0.01173139
578.95	0.00432224	0.00176415	0.00802681	0.00873261	0.00855599	0.00793868
579.37	0.00908516	0.00864413	0.01076118	0.01181988	0.01032014	0.00943806
579.8	0.0130545	0.01102594	0.01199615	0.01420134	0.01217243	0.0074095
580.22	0.00864413	0.01005573	0.0134074	0.01331926	0.00811495	0.00926179
580.64	0.00749764	0.00458665	0.00520431	0.01005573	0.00837971	0.00564535
581.07	0.00908516	0.01217243	0.00846785	0.01040828	0.00908516	0.01155511
581.49	0.01137884	0.01190801	0.01190801	0.01596549	0.01446575	0.01437761
581.91	0.00723288	0.01032014	0.0070566	0.01155511	0.01208429	0.00899703
582.34	0.00996724	0.01208429	0.00917365	0.0127016	0.01358368	0.01208429
582.76	0.01146698	0.01570073	0.01190801	0.01525969	0.01296636	0.01252533
583.18	0.00811495	0.00979096	0.00793868	0.01102594	0.0095262	0.0109378
583.61	0.00776205	0.00855599	0.00926179	0.0127016	0.0095262	0.01296636
584.03	0.01279009	0.01146698	0.01287823	0.01402471	0.0130545	0.01296636
584.45	0.00793868	0.01111408	0.010232	0.01234905	0.01243719	0.0098791
584.87	0.00961469	0.00943806	0.010232	0.01032014	0.01040828	0.01067304
585.3	0.01076118	0.01120221	0.01120221	0.01358368	0.01146698	0.01076118
585.72	0.01005573	0.00882075	0.01181988	0.0095262	0.01146698	0.01525969
586.14	0.01084931	0.01173139	0.01084931	0.0098791	0.01005573	0.01040828
586.56	0.01331926	0.01102594	0.01234905	0.01358368	0.01155511	0.01605363
586.99	0.00529245	0.00802681	0.00546873	0.00899703	0.00785054	0.01076118
587.41	0.00749764	0.0105849	0.01217243	0.00873261	0.00996724	0.00996724
587.83	0.00926179	0.0074095	0.00837971	0.00811495	0.01067304	0.01181988
588.25	0.01384844	0.01217243	0.01084931	0.00864413	0.01384844	0.01384844
588.68	0.01279009	0.01287823	0.01640653	0.01649466	0.01473051	0.01367216
589.1	0.00652743	0.00696846	0.01402471	0.01261346	0.0109378	0.00961469
589.52	0.00837971	0.01076118	0.01049676	0.01234905	0.01490679	0.00873261
589.94	0.00582163	0.01287823	0.00802681	0.00917365	0.00970283	0.01208429
590.36	0.00873261	0.00732101	0.0098791	0.00943806	0.00855599	0.01155511
590.79	0.01014386	0.00679184	0.00767391	0.0105849	0.0095262	0.0109378
591.21	0.00926179	0.01120221	0.01349554	0.01049676	0.01217243	0.01217243
591.63	0.01164325	0.01402471	0.0130545	0.01393658	0.01084931	0.0127016
592.05	0.00732101	0.00679184	0.00970283	0.01217243	0.00855599	0.01067304
592.47	0.00793868	0.01111408	0.00934993	0.01146698	0.01155511	0.00934993
592.89	0.00837971	0.0070566	0.01014386	0.0109378	0.01076118	0.00829158
593.32	0.00979096	0.01164325	0.00820309	0.01040828	0.00979096	0.01032014
593.74	0.00793868	0.01032014	0.01252533	0.01208429	0.01226056	0.0109378
594.16	0.00767391	0.00617453	0.00732101	0.00837971	0.00934993	0.00934993
594.58	0.01084931	0.01102594	0.01137884	0.01208429	0.01076118	0.01173139
595	0.010232	0.00864413	0.00793868	0.00917365	0.01032014	0.00890889
595.42	0.00582163	0.01181988	0.01102594	0.01190801	0.010232	0.01208429
595.84	0.00820309	0.0109378	0.00890889	0.0098791	0.01032014	0.0105849
596.27	0.00970283	0.00855599	0.01129035	0.01076118	0.00855599	0.01067304
596.69	0.00846785	0.01243719	0.00926179	0.00996724	0.01384844	0.00996724
597.11	0.00934993	0.00873261	0.00855599	0.01005573	0.00829158	0.0098791
597.53	0.01120221	0.01455424	0.00767391	0.01199615	0.01287823	0.01525969
597.95	0.00776205	0.00970283	0.0098791	0.010232	0.01146698	0.00970283
598.37	0.00996724	0.01137884	0.0095262	0.01420134	0.01261346	0.01137884
598.79	0.00687998	0.00846785	0.00811495	0.01287823	0.01234905	0.00758578
599.21	0.01226056	0.0098791	0.00820309	0.01367216	0.01067304	0.01005573
599.63	0.00908516	0.00864413	0.00873261	0.00793868	0.00873261	0.0095262
600.05	0.01146698	0.01190801	0.00934993	0.01234905	0.01014386	0.01137884
600.47	0.01049676	0.01279009	0.00970283	0.01084931	0.00917365	0.00873261
600.89	0.00820309	0.01181988	0.00846785	0.01014386	0.0074095	0.00890889
601.31	0.00846785	0.0098791	0.01261346	0.01076118	0.00979096	0.01226056
601.74	0.00802681	0.00926179	0.01084931	0.01032014	0.01173139	0.01164325
602.16	0.00890889	0.01084931	0.00996724	0.01252533	0.01067304	0.01146698
602.58	0.00723288	0.00996724	0.01067304	0.00846785	0.00882075	0.00829158
603	0.00846785	0.00520431	0.00811495	0.00696846	0.00899703	0.00899703
603.42	0.00846785	0.01111408	0.01234905	0.01155511	0.0134074	0.01199615
603.84	0.0098791	0.00926179	0.01164325	0.00943806	0.01102594	0.01517155
604.26	0.01428948	0.01314264	0.01199615	0.01508341	0.01181988	0.01437761
604.68	0.00820309	0.0109378	0.00758578	0.00846785	0.01146698	0.01049676
605.1	0.0063508	0.01014386	0.01393658	0.01331926	0.01190801	0.01155511
605.52	0.00970283	0.00749764	0.00899703	0.01076118	0.01181988	0.00864413
605.94	0.00793868	0.00943806	0.00793868	0.00846785	0.01208429	0.00970283
606.36	0.00837971	0.01102594	0.01005573	0.01287823	0.01331926	0.0130545
606.78	0.00749764	0.00934993	0.01120221	0.01005573	0.01137884	0.01040828
607.2	0.00846785	0.01155511	0.00820309	0.01173139	0.01084931	0.00979096
607.62	0.01014386	0.01181988	0.01173139	0.01261346	0.01314264	0.01349554
