Wavelength (nm)	S2_532(arb.units)	S2_450(arb.units)	S2_400(arb.units)
1011.05	5.719E-4	-0.00100526	0
1011.4	0.00330069	-0.00164551	0
1011.76	0.00119518	-0.00205622	0
1012.11	8.811E-4	-0.00134204	0
1012.47	0.00268716	5.362E-5	0
1012.82	-8.7446E-4	-0.00103837	0
1013.18	0.00202091	-4.6678E-4	0
1013.53	3.6281E-4	-5.0761E-4	0
1013.88	0.00554398	-0.00284963	0
1014.24	0.00301541	-0.00148727	0
1014.59	0.00418179	-7.9096E-4	0
1014.95	0.00357402	-0.00147976	0
1015.3	0.00158589	-0.00168126	0
1015.66	5.4842E-4	-0.00123479	0
1016.01	-0.00201869	-0.00132152	0
1016.37	8.2218E-4	-0.00121692	0
1016.72	0.00134402	-0.00261502	0
1017.07	0.00164259	-0.00223477	0
1017.43	8.8907E-4	-0.00140582	0
1017.78	0.00187605	-7.6537E-4	0
1018.13	1.6258E-4	-0.00110987	0
1018.49	5.8962E-4	-0.00224757	0
1018.84	0.00128422	-0.00192358	0
1019.2	0.00377247	-4.2615E-4	0
1019.55	0.00126428	-7.1439E-4	0
1019.9	-1.2669E-4	-6.3273E-4	0
1020.26	0.00299238	3.575E-5	0
1020.61	0.00141534	-0.00195162	0
1020.96	0.00372773	-0.00145173	0
1021.32	0.0017972	-5.9698E-4	0
1021.67	-3.318E-4	-0.00130629	0
1022.02	-2.7377E-4	-0.00161748	0
1022.38	0.00193629	-0.00191079	0
1022.73	8.904E-5	2.1166E-4	0
1023.08	-0.00118056	-0.00155105	0
1023.43	-1.7011E-4	-0.00211757	0
1023.79	-0.00201869	-9.949E-4	0
1024.14	0.00401479	-8.4703E-4	0
1024.49	-0.0020466	-0.00132417	0
1024.84	0.00125277	-0.00142877	0
1025.2	0.00201205	-0.00258699	0
1025.55	0.00159785	-0.00109951	0
1025.9	0.00163152	-0.00182405	0
1026.25	0.00194604	-0.00171944	0
1026.61	5.6747E-4	-0.00191851	0
1026.96	0.00170018	-0.00175519	0
1027.31	0.00168911	-0.00118624	0
1027.66	0.00242358	-2.5005E-4	0
1028.01	0.00190396	-9.6687E-4	0
1028.37	0.0038212	-0.00239564	0
1028.72	-1.2005E-4	-0.00137007	0
1029.07	0.00138433	-0.00119396	0
1029.42	-3.7831E-4	-0.00158945	0
1029.77	-0.00176929	-0.00210477	0
1030.12	0.00248914	2.3217E-4	0
1030.48	0.00262381	-1.4544E-4	0
1030.83	-0.00309249	-1.6331E-4	0
1031.18	0.00249357	-0.00117609	0
1031.53	0.00240143	-1.4544E-4	0
1031.88	0.00122973	-6.114E-5	0
1032.23	-0.00314033	-0.00125774	0
1032.58	0.00521218	-7.7045E-4	0
1032.93	0.00223	-0.00116837	0
1033.28	0.00345751	-5.204E-4	0
1033.64	0.00107956	4.5662E-4	0
1033.99	-3.455E-5	-0.00143893	0
1034.34	-3.455E-5	-0.00143893	0
1034.69	-3.455E-5	-0.00143893	0
