Time(ns)	Amplitude(arb. Unit)		
231.315	101.492238
231.34	101.598975
231.365	101.38423
231.39	100.932246
231.415	100.533541
231.44	100.387762
231.465	100.502582
231.49	100.786131
231.515	101.177877
231.54	101.583672
231.565	101.837295
231.59	101.829205
231.615	101.62973
231.64	101.330959
231.665	100.917074
231.69	100.356943
231.715	99.804951
231.74	99.421516
231.765	99.314082
231.79	99.413377
231.815	99.643885
231.84	99.858057
231.865	99.896697
231.89	99.697582
231.915	99.336992
231.94	98.930262
231.965	98.62318
231.99	98.500467
232.015	98.562525
232.04	98.63091
232.065	98.561828
232.09	98.339467
232.115	98.055582
232.14	97.756992
232.165	97.503951
232.19	97.426902
232.215	97.519
232.24	97.595402
232.265	97.526492
232.29	97.411967
232.315	97.442648
232.34	97.67273
232.365	97.99427
232.39	98.32459
232.415	98.623418
232.44	98.838107
232.465	98.907598
232.49	98.945656
232.515	99.12218
232.54	99.421189
232.565	99.636295
232.59	99.64391
232.615	99.559484
232.64	99.459664
232.665	99.367156
232.69	99.29877
232.715	99.321836
232.74	99.459541
232.765	99.604975
232.79	99.774066
232.815	100.019385
232.84	100.310959
232.865	100.571557
232.89	100.717574
232.915	100.717221
232.94	100.502877
232.965	100.065172
232.99	99.452172
233.015	98.830336
233.04	98.316934
233.065	98.064008
233.09	98.194098
233.115	98.6465
233.14	99.19082
233.165	99.566926
233.19	99.666393
233.215	99.559361
233.24	99.497467
233.265	99.673926
233.29	100.065426
233.315	100.471984
233.34	100.678893
233.365	100.648213
233.39	100.456828
233.415	100.203262
233.44	99.958246
233.465	99.789279
233.49	99.70491
233.515	99.63582
233.54	99.497705
233.565	99.344598
233.59	99.298631
233.615	99.383115
233.64	99.490492
233.665	99.505189
233.69	99.421057
233.715	99.321361
233.74	99.275287
233.765	99.267795
233.79	99.275648
233.815	99.283492
233.84	99.27577
233.865	99.152934
233.89	98.899426
233.915	98.62332
233.94	98.378008
233.965	98.216828
233.99	98.186205
234.015	98.301303
234.04	98.539123
234.065	98.830508
234.09	99.114
234.115	99.398123
234.14	99.590156
234.165	99.590156
234.19	99.314107
234.215	98.769549
234.24	98.071672
234.265	97.388426
234.29	96.882574
234.315	96.60641
234.34	96.621877
234.365	96.93627
234.39	97.442123
234.415	98.009623
234.44	98.493279
234.465	98.784779
234.49	98.899648
234.515	98.853746
234.54	98.70023
234.565	98.477459
234.59	98.209557
234.615	97.933574
234.64	97.641836
234.665	97.265672
234.69	96.774985
234.715	96.261288
234.74	95.954261
234.765	95.984877
234.79	96.26877
234.815	96.583746
234.84	96.798033
234.865	96.943926
234.89	97.074131
234.915	97.258033
234.94	97.518975
234.965	97.741746
234.99	97.833369
235.015	97.841156
235.04	97.894844
235.065	98.086361
235.09	98.33209
235.115	98.561836
235.14	98.723549
235.165	98.78427
235.19	98.715598
235.215	98.569877
235.24	98.493008
235.265	98.546811
235.29	98.722926
235.315	98.960746
235.34	99.176025
235.365	99.27573
235.39	99.20641
235.415	99.022221
235.44	98.830705
235.465	98.684803
235.49	98.577418
235.515	98.562131
235.54	98.623303
235.565	98.639107
235.59	98.477975
235.615	98.155844
235.64	97.772008
235.665	97.450295
235.69	97.250762
235.715	97.189352
235.74	97.19691
235.765	97.166238
235.79	97.097328
235.815	97.158393
235.84	97.49627
235.865	98.109967
235.89	98.769033
235.915	99.19859
235.94	99.306082
235.965	99.045361
235.99	98.569836
236.015	98.178443
236.04	98.0175
236.065	98.025639
236.09	98.063344
236.115	98.163582
236.14	98.40123
236.165	98.784541
236.19	99.26041
236.215	99.820008
236.24	100.334
236.265	100.663557
236.29	100.832287
236.315	100.924262
236.34	100.9475
236.365	100.878705
236.39	100.717107
236.415	100.464352
236.44	100.05809
236.465	99.55927
236.49	99.152426
236.515	99.037615
236.54	99.183287
236.565	99.459648
236.59	99.80427
236.615	100.249418
236.64	100.732557
236.665	101.07741
236.69	101.185492
236.715	101.07782
236.74	100.839877
236.765	100.449189
236.79	99.919861
236.815	99.406098
236.84	99.045213
236.865	98.876295
236.89	98.88391
236.915	99.060598
236.94	99.314057
236.965	99.513525
236.99	99.604861
237.015	99.635533
237.04	99.63582
237.065	99.666205
237.09	99.850746
237.115	100.249803
237.14	100.763033
237.165	101.116016
237.19	101.200557
237.215	101.085746
237.24	100.89377
237.265	100.648631
237.29	100.40309
237.315	100.165033
237.34	99.858016
237.365	99.44391
237.39	98.999418
237.415	98.646205
237.44	98.385492
237.465	98.170738
237.49	98.048197
237.515	97.979336
237.54	97.887008
237.565	97.734197
237.59	97.641689
237.615	97.818328
237.64	98.262705
237.665	98.876697
237.69	99.528393
237.715	100.164926
237.74	100.65591
237.765	100.893492
237.79	100.947352
237.815	101.001451
237.84	101.108828
237.865	101.215738
237.89	101.253967
237.915	101.200393
237.94	100.939787
237.965	100.479951
237.99	100.003656
238.015	99.727893
238.04	99.651598
238.065	99.674148
238.09	99.727541
238.115	99.819877
238.14	99.896525
238.165	99.927385
238.19	99.942443
238.215	99.957672
238.24	99.880975
238.265	99.628639
238.29	99.260197
238.315	98.937779
238.34	98.784443
238.365	98.784262
238.39	98.907385
238.415	99.106803
238.44	99.283377
238.465	99.352402
238.49	99.313811
238.515	99.283074
238.54	99.336525
238.565	99.49818
238.59	99.712352
238.615	99.904041
238.64	99.965697
238.665	99.911656
238.69	99.819852
238.715	99.7815
238.74	99.850877
238.765	99.958197
238.79	100.073418
238.815	100.195549
238.84	100.295311
238.865	100.295713
238.89	100.180787
238.915	100.019434
238.94	99.851
238.965	99.658852
238.99	99.444221
239.015	99.313959
239.04	99.382467
239.065	99.651434
239.09	100.065246
239.115	100.640533
239.14	101.377295
239.165	102.135828
239.19	102.673057
239.215	102.788156
239.24	102.443123
239.265	101.806352
239.29	101.184803
239.315	100.771156
239.34	100.533631
239.365	100.279943
239.39	99.996689
239.415	99.866369
239.44	99.950098
239.465	100.195705
239.49	100.602615
239.515	101.200279
239.54	101.928852
239.565	102.519426
239.59	102.795541
239.615	102.734828
239.64	102.420074
239.665	101.905902
239.69	101.292607
239.715	100.671418
239.74	100.019484
239.765	99.252738
239.79	98.446951
239.815	97.764869
239.84	97.327115
239.865	97.08959
239.89	97.074254
239.915	97.350197
239.94	97.879352
239.965	98.400836
239.99	98.761189
240.015	99.052754
240.04	99.290746
240.065	99.283189
240.09	98.922598
240.115	98.408836
240.14	97.979213
240.165	97.7185
240.19	97.618443
240.215	97.695779
240.24	97.887172
240.265	98.08659
240.29	98.301631
240.315	98.638746
240.34	99.183189
240.365	99.796648
240.39	100.264918
240.415	100.464508
240.44	100.418434
240.465	100.165508
240.49	99.789221
240.515	99.443852
240.54	99.275287
240.565	99.344311
240.59	99.605377
240.615	99.981361
240.64	100.31877
240.665	100.479254
240.69	100.525861
240.715	100.586697
240.74	100.686934
240.765	100.671246
240.79	100.495082
240.815	100.226525
240.84	99.965525
240.865	99.697082
240.89	99.398197
240.915	99.114648
240.94	98.914992
240.965	98.77682
240.99	98.70791
241.015	98.761418
241.04	98.9915
241.065	99.32141
241.09	99.582123
241.115	99.728082
241.14	99.797115
241.165	99.774107
241.19	99.604852
241.215	99.29818
241.24	98.976639
241.265	98.769033
241.29	98.738533
241.315	98.84573
241.34	98.968377
241.365	99.022008
241.39	98.961344
241.415	98.815262
241.44	98.60068
241.465	98.347459
241.49	98.101615
241.515	97.948402
241.54	97.910516
241.565	97.948336
241.59	98.109697
241.615	98.447279
241.64	98.969
241.665	99.490549
241.69	99.888967
241.715	100.203492
241.74	100.456943
241.765	100.556361
241.79	100.425566
241.815	100.13459
241.84	99.850754
241.865	99.643852
241.89	99.482156
241.915	99.290475
241.94	99.014959
241.965	98.684639
241.99	98.378088
242.015	98.17873
242.04	98.117369
242.065	98.117484
242.09	98.140484
242.115	98.163713
242.14	98.201533
242.165	98.23209
242.19	98.217393
242.215	98.194033
242.24	98.194033
242.265	98.201639
242.29	98.163295
242.315	98.086303
242.34	98.055918
242.365	98.086664
242.39	98.155926
242.415	98.224664
242.44	98.308803
242.465	98.401197
242.49	98.500787
242.515	98.600787
242.54	98.638607
242.565	98.470336
242.59	98.063902
242.615	97.565369
242.64	97.150902
242.665	96.897508
242.69	96.798385
242.715	96.90518
242.74	97.296566
242.765	97.925664
242.79	98.569631
242.815	99.037656
242.84	99.236828
242.865	99.275705
242.89	99.236705
242.915	99.175984
242.94	99.090967
242.965	99.05332
242.99	99.106369
243.015	99.167844
243.04	99.099164
243.065	98.853213
243.09	98.539221
243.115	98.255328
243.14	98.040467
243.165	97.84118
243.19	97.611385
243.215	97.357877
243.24	97.097056
243.265	96.882718
243.29	96.843964
243.315	97.097654
243.34	97.557195
243.365	97.956254
243.39	98.155371
243.415	98.255713
243.44	98.347164
243.465	98.408516
243.49	98.340008
243.515	98.1865
243.54	98.025254
243.565	97.840885
243.59	97.572385
243.615	97.281344
243.64	97.104762
243.665	97.12777
243.69	97.335148
243.715	97.66518
243.74	98.032557
243.765	98.301639
243.79	98.42441
243.815	98.44677
243.84	98.424279
243.865	98.355131
243.89	98.209164
243.915	98.078721
243.94	98.025492
243.965	98.017238
243.99	97.94868
244.015	97.802598
244.04	97.641484
244.065	97.45741
244.09	97.22
244.115	96.94418
244.14	96.637336
244.165	96.368434
244.19	96.253213
244.215	96.376402
244.24	96.721311
244.265	97.127984
244.29	97.503803
244.315	97.848885
244.34	98.163172
244.365	98.462525
244.39	98.722885
244.415	98.953508
244.44	99.106902
244.465	99.114574
244.49	99.014287
244.515	98.876467
244.54	98.746148
244.565	98.616
244.59	98.516352
244.615	98.538828
244.64	98.616172
244.665	98.623664
244.69	98.500762
244.715	98.416107
244.74	98.477926
244.765	98.669254
244.79	98.906902
244.815	99.175811
244.84	99.382836
244.865	99.413402
244.89	99.252459
244.915	99.037656
244.94	98.883967
244.965	98.71518
244.99	98.462598
245.015	98.171033
245.04	98.009787
245.065	98.040639
245.09	98.247311
245.115	98.577221
245.14	98.953148
245.165	99.183762
245.19	99.221984
245.215	99.191246
245.24	99.29077
245.265	99.474779
245.29	99.62068
245.315	99.720574
245.34	99.819697
245.365	99.88891
245.39	99.850566
245.415	99.697352
245.44	99.490402
245.465	99.313762
245.49	99.198893
245.515	99.183557
245.54	99.275361
245.565	99.405975
245.59	99.512992
245.615	99.544074
245.64	99.574574
245.665	99.689615
245.69	99.927607
245.715	100.325795
245.74	100.786156
245.765	101.169762
245.79	101.34623
245.815	101.346402
245.84	101.239148
245.865	100.940139
245.89	100.395533
245.915	99.7665
245.94	99.252566
245.965	98.861172
245.99	98.623287
246.015	98.615738
246.04	98.915205
246.065	99.3905
246.09	99.850623
246.115	100.203615
246.14	100.395352
246.165	100.456713
246.19	100.456779
246.215	100.525689
246.24	100.663516
246.265	100.778795
246.29	100.725279
246.315	100.495303
246.34	100.111459
246.365	99.651566
246.39	99.236754
246.415	98.922762
246.44	98.730844
246.465	98.669779
246.49	98.776926
246.515	99.02259
246.54	99.298697
246.565	99.559467
246.59	99.843123
246.615	100.095762
246.64	100.203844
246.665	100.104016
246.69	99.865852
246.715	99.658598
246.74	99.582311
246.765	99.589926
246.79	99.605148
246.815	99.5435
246.84	99.405861
246.865	99.214467
246.89	99.068336
246.915	99.037656
246.94	99.152467
246.965	99.390697
246.99	99.78168
247.015	100.334189
247.04	100.978443
247.065	101.629893
247.09	102.197156
247.115	102.634967
247.14	102.903057
247.165	102.979811
247.19	102.765057
247.215	102.281984
247.24	101.5995
247.265	100.908705
247.29	100.371951
247.315	100.103344
247.34	100.08859
247.365	100.256861
247.39	100.509967
247.415	100.817049
247.44	101.146443
247.465	101.445967
247.49	101.706385
247.515	101.913934
247.54	102.036877
247.565	101.967139
247.59	101.652959
247.615	101.177902
247.64	100.564262
247.665	99.820172
247.69	99.11409
247.715	98.662049
247.74	98.523475
247.765	98.531615
247.79	98.447025
247.815	98.193984
247.84	97.825902
247.865	97.411795
247.89	97.081648
247.915	96.982115
247.94	97.143467
247.965	97.46518
247.99	97.841459
248.015	98.224303
248.04	98.615689
248.065	98.961352
248.09	99.199057
248.115	99.321656
248.14	99.275459
248.165	99.045074
248.19	98.723189
248.215	98.454516
248.24	98.363066
248.265	98.439648
248.29	98.638885
248.315	98.960779
248.34	99.367098
248.365	99.743443
248.39	99.965803
248.415	99.988574
248.44	99.858541
248.465	99.628631
248.49	99.367156
248.515	99.106443
248.54	98.822598
248.565	98.554623
248.59	98.439164
248.615	98.639221
248.64	99.060705
248.665	99.375459
248.69	99.367434
248.715	99.099057
248.74	98.738525
248.765	98.370607
248.79	98.09427
248.815	97.971615
248.84	97.956566
248.865	97.941221
248.89	97.902344
248.915	97.902689
248.94	97.879967
248.965	97.77218
248.99	97.649287
249.015	97.634246
249.04	97.741738
249.065	97.894787
249.09	98.040336
249.115	98.201631
249.14	98.400861
249.165	98.547164
249.19	98.523861
249.215	98.378311
249.24	98.209344
249.265	98.048172
249.29	97.909943
249.315	97.864287
249.34	97.979516
249.365	98.232098
249.39	98.554582
249.415	98.876533
249.44	99.129574
249.465	99.314115
249.49	99.497779
249.515	99.658672
249.54	99.72782
249.565	99.643344
249.59	99.513369
249.615	99.467123
249.64	99.482295
249.665	99.413795
249.69	99.221459
249.715	98.983697
249.74	98.769287
249.765	98.600607
249.79	98.515885
249.815	98.569746
249.84	98.715697
249.865	98.915164
249.89	99.214107
249.915	99.613287
249.94	99.926984
249.965	99.958303
249.99	99.71282
250.015	99.421426
250.04	99.237057
250.065	99.199123
250.09	99.27582
250.115	99.359779
250.14	99.222016
250.165	98.79977
250.19	98.202066
250.215	97.695098
250.24	97.372967
250.265	97.304582
250.29	97.434787
250.315	97.748943
250.34	98.132959
250.365	98.470131
250.39	98.692721
250.415	98.914557
250.44	99.175738
250.465	99.444172
250.49	99.613197
250.515	99.581877
250.54	99.359574
250.565	98.945762
250.59	98.377861
250.615	97.833664
250.64	97.412008
250.665	97.09
250.69	96.721328
250.715	96.230762
250.74	95.747221
250.765	95.494172
250.79	95.601664
250.815	96.02332
250.84	96.652705
250.865	97.342402
250.89	98.025418
250.915	98.623303
250.94	99.053041
250.965	99.245025
250.99	99.244377
251.015	99.137172
251.04	99.02259
251.065	98.968664
251.09	99.045418
251.115	99.213918
251.14	99.436107
251.165	99.727623
251.19	100.088336
251.215	100.464385
251.24	100.771
251.265	100.947
251.29	100.932066
251.315	100.670943
251.34	100.119189
251.365	99.313631
251.39	98.332369
251.415	97.297074
251.44	96.368279
251.465	95.716705
251.49	95.471213
251.515	95.594287
251.54	95.916008
251.565	96.23082
251.59	96.430066
251.615	96.545344
251.64	96.56027
251.665	96.430172
251.69	96.230934
251.715	96.115533
251.74	96.19241
251.765	96.445746
251.79	96.798025
251.815	97.174311
251.84	97.472852
251.865	97.687664
251.89	97.895221
251.915	98.132279
251.94	98.293811
251.965	98.247492
251.99	97.994918
252.015	97.68777
252.04	97.427049
252.065	97.258598
252.09	97.250459
252.115	97.519369
252.14	98.063803
252.165	98.66977
252.19	99.13768
252.215	99.406008
252.24	99.559221
252.265	99.627902
252.29	99.620934
252.315	99.54418
252.34	99.405844
252.365	99.221598
252.39	99.052934
252.415	98.983738
252.44	99.02268
252.465	99.106869
252.49	99.198787
252.515	99.321787
252.54	99.497484
252.565	99.735648
252.59	100.011574
252.615	100.16473
252.64	99.973221
252.665	99.375041
252.69	98.56182
252.715	97.8185
252.74	97.212541
252.765	96.698262
252.79	96.284631
252.815	96.054139
252.84	95.969656
252.865	95.908467
252.89	95.808467
252.915	95.73241
252.94	95.770287
252.965	95.977254
252.99	96.337787
253.015	96.752123
253.04	97.035967
253.065	97.0975
253.09	97.051123
253.115	97.074426
253.14	97.242861
253.165	97.503451
253.19	97.803156
253.215	98.124639
253.24	98.424115
253.265	98.577098
253.29	98.561762
253.315	98.493139
253.34	98.462754
253.365	98.508541
253.39	98.631549
253.415	98.846131
253.44	99.107025
253.465	99.306025
253.49	99.421426
253.515	99.551811
253.54	99.697066
253.565	99.835123
253.59	99.934836
253.615	100.011885
253.64	100.050295
253.665	100.042803
253.69	99.97377
253.715	99.927279
253.74	99.92727
253.765	99.958066
253.79	99.965615
253.815	100.026975
253.84	100.180311
253.865	100.326336
253.89	100.318844
253.915	100.080902
253.94	99.681959
253.965	99.206262
253.99	98.807434
254.015	98.585074
254.04	98.607787
254.065	98.799713
254.09	99.01441
254.115	99.122311
254.14	99.0455
254.165	98.74591
254.19	98.239877
254.215	97.672615
254.24	97.158861
254.265	96.72127
254.29	96.368639
254.315	96.146221
254.34	96.077074
254.365	96.069525
254.39	96.123213
254.415	96.345574
254.44	96.821156
254.465	97.542402
254.49	98.385779
254.515	99.213926
254.54	99.82791
254.565	100.096115
254.59	100.004074
254.615	99.643426
254.64	99.083303
254.665	98.44677
254.69	97.85691
254.715	97.404221
254.74	97.073959
254.765	96.828533
254.79	96.682811
254.815	96.682697
254.84	96.859861
254.865	97.181992
254.89	97.603762
254.915	98.10991
254.94	98.63859
254.965	99.10632
254.99	99.444074
255.015	99.643254
255.04	99.712697
255.065	99.735648
255.09	99.812459
255.115	100.011582
255.14	100.272828
255.165	100.556434
255.19	100.839631
255.215	101.093148
255.24	101.192795
255.265	101.108836
255.29	100.939459
255.315	100.855205
255.34	100.847475
255.365	100.824402
255.39	100.724811
255.415	100.60268
255.44	100.486926
255.465	100.310639
255.49	99.996238
255.515	99.544254
255.54	99.022246
255.565	98.469738
255.59	97.902713
255.615	97.388844
255.64	97.005303
255.665	96.806008
255.69	96.790672
255.715	96.989615
255.74	97.373508
255.765	97.863902
255.79	98.370803
255.815	98.845795
255.84	99.20673
255.865	99.344377
255.89	99.198705
255.915	98.869262
255.94	98.462533
255.965	98.102238
255.99	97.864426
256.015	97.77977
256.04	97.833344
256.065	97.948385
256.09	98.132811
256.115	98.500893
256.14	99.137418
256.165	99.935418
256.19	100.701746
256.215	101.300443
256.24	101.629885
256.265	101.606631
256.29	101.200713
256.315	100.625541
256.34	100.157803
256.365	99.88123
256.39	99.73591
256.415	99.65132
256.44	99.620238
256.465	99.574221
256.49	99.451984
256.515	99.314164
256.54	99.27518
256.565	99.359426
256.59	99.474713
256.615	99.51341
256.64	99.406041
256.665	99.183615
256.69	98.930689
256.715	98.669566
256.74	98.362779
256.765	97.986902
256.79	97.603705
256.815	97.311967
256.84	97.212434
256.865	97.227607
256.89	97.227254
256.915	97.166484
256.94	97.165951
256.965	97.327074
256.99	97.69509
257.015	98.170607
257.04	98.638984
257.065	99.045238
257.09	99.382992
257.115	99.628598
257.14	99.758746
257.165	99.720639
257.19	99.451615
257.215	98.991975
257.24	98.462303
257.265	97.987311
257.29	97.565426
257.315	97.196574
257.34	96.890082
257.365	96.729418
257.39	96.821451
257.415	97.250828
257.44	97.964107
257.465	98.800279
257.49	99.597869
257.515	100.242066
257.54	100.625311
257.565	100.594459
257.59	100.211385
257.615	99.781943
257.64	99.59009
257.665	99.674352
257.69	99.896549
257.715	100.103934
257.74	100.233967
257.765	100.272434
257.79	100.264648
257.815	100.310836
257.84	100.387648
257.865	100.433787
257.89	100.348893
257.915	100.111656
257.94	99.736008
257.965	99.244385
257.99	98.738246
258.015	98.370738
258.04	98.255639
258.065	98.316877
258.09	98.516
258.115	98.884492
258.14	99.344672
258.165	99.674295
258.19	99.727574
258.215	99.636066
258.24	99.627992
258.265	99.765926
258.29	100.080738
258.315	100.625525
258.34	101.354156
258.365	102.044311
258.39	102.489041
258.415	102.57323
258.44	102.343598
258.465	101.982943
258.49	101.630311
258.515	101.32282
258.54	100.947008
258.565	100.410836
258.59	99.773549
258.615	99.144926
258.64	98.592467
258.665	98.102369
258.69	97.726205
258.715	97.565197
258.74	97.63423
258.765	97.82568
258.79	97.956123
258.815	97.941066
258.84	97.795164
258.865	97.657156
258.89	97.756975
258.915	98.179041
258.94	98.823238
258.965	99.428975
258.99	99.842615
259.015	100.080377
259.04	100.234123
259.065	100.410533
259.09	100.655844
259.115	100.947418
259.14	101.161992
259.165	101.170074
259.19	100.931779
259.215	100.525975
259.24	100.073344
259.265	99.55127
259.29	98.922352
259.315	98.301049
259.34	97.856262
259.365	97.672828
259.39	97.703566
259.415	97.86427
259.44	98.155902
259.465	98.585057
259.49	99.145361
259.515	99.727623
259.54	100.249869
259.565	100.633123
259.59	100.962984
259.615	101.277557
259.64	101.453959
259.665	101.277262
259.69	100.702205
259.715	99.973639
259.74	99.382426
259.765	99.030082
259.79	98.853328
259.815	98.76932
259.84	98.722951
259.865	98.700475
259.89	98.738352
259.915	98.953631
259.94	99.344787
259.965	99.827689
259.99	100.241508
260.015	100.440861
260.04	100.349352
260.065	99.950115
260.09	99.375295
260.115	98.799533
260.14	98.340049
260.165	98.063762
260.19	97.986828
260.215	98.063287
260.24	98.17118
260.265	98.155369
260.29	98.01
260.315	97.848762
260.34	97.733713
260.365	97.695607
260.39	97.741459
260.415	97.87191
260.44	98.009967
260.465	98.09468
260.49	98.162951
260.515	98.263057
260.54	98.462467
260.565	98.715221
260.59	98.937869
260.615	99.05309
260.64	99.037631
260.665	98.915148
260.69	98.745885
260.715	98.677213
260.74	98.853385
260.765	99.214393
260.79	99.567205
260.815	99.788992
260.84	99.865631
260.865	99.843213
260.89	99.78168
260.915	99.666393
260.94	99.51341
260.965	99.306385
260.99	99.099
261.015	98.991328
261.04	99.045541
261.065	99.221648
261.09	99.459697
261.115	99.712615
261.14	100.019287
261.165	100.372443
261.19	100.694402
261.215	100.878295
261.24	100.89341
261.265	100.771049
261.29	100.540672
261.315	100.226803
261.34	99.80491
261.365	99.268148
261.39	98.669205
261.415	98.101697
261.44	97.634197
261.465	97.266221
261.49	97.012828
261.515	96.889934
261.54	96.874533
261.565	96.943623
261.59	97.174295
261.615	97.611295
261.64	98.132369
261.665	98.569607
261.69	98.838287
261.715	98.938172
261.74	98.838648
261.765	98.493451
261.79	98.002131
261.815	97.580066
261.84	97.442131
261.865	97.62673
261.89	98.047975
261.915	98.562197
261.94	99.068393
261.965	99.467385
261.99	99.750861
262.015	99.996115
262.04	100.264557
262.065	100.440902
262.09	100.418254
262.115	100.211057
262.14	99.881213
262.165	99.482393
262.19	99.12227
262.215	99.030066
262.24	99.259861
262.265	99.681811
262.29	100.119328
262.315	100.517967
262.34	100.893779
262.365	101.223279
262.39	101.438615
262.415	101.483926
262.44	101.353721
262.465	101.093189
262.49	100.894123
262.515	100.932066
262.54	101.200451
262.565	101.522992
262.59	101.707074
262.615	101.707074
262.64	101.537869
262.665	101.19273
262.69	100.686648
262.715	100.111656
262.74	99.635893
262.765	99.252057
262.79	98.930213
262.815	98.646426
262.84	98.554385
262.865	98.677033
262.89	98.907066
262.915	99.145352
262.94	99.351959
262.965	99.505885
262.99	99.604951
263.015	99.635984
263.04	99.650975
263.065	99.597762
263.09	99.474992
263.115	99.31359
263.14	99.175779
263.165	99.083336
263.19	99.014951
263.215	99.029885
263.24	99.168287
263.265	99.474492
263.29	99.881689
263.315	100.287533
263.34	100.602344
263.365	100.740631
263.39	100.633189
263.415	100.318197
263.44	99.866033
263.465	99.398295
263.49	99.021951
263.515	98.807664
263.54	98.777221
263.565	98.891803
263.59	99.114164
263.615	99.40591
263.64	99.704967
263.665	99.919549
263.69	100.04232
263.715	100.14191
263.74	100.234066
263.765	100.318197
263.79	100.395131
263.815	100.517615
263.84	100.640861
263.865	100.678803
263.89	100.632607
263.915	100.571721
263.94	100.533082
263.965	100.479279
263.99	100.356967
264.015	100.050172
264.04	99.421492
264.065	98.485082
264.09	97.480459
264.115	96.675664
264.14	96.199852
264.165	96.092475
264.19	96.307574
264.215	96.775369
264.24	97.219803
264.265	97.42677
264.29	97.411721
264.315	97.342869
264.34	97.335025
264.365	97.380631
264.39	97.503762
264.415	97.749549
264.44	98.056221
264.465	98.324369
264.49	98.546738
264.515	98.784328
264.54	98.984262
264.565	99.083385
264.59	99.121967
264.615	99.198713
264.64	99.298533
264.665	99.359828
264.69	99.351975
264.715	99.298516
264.74	99.18323
264.765	99.014492
264.79	98.922336
264.815	98.999738
264.84	99.221926
264.865	99.589893
264.89	100.142
264.915	100.939475
264.94	101.829459
264.965	102.558369
264.99	103.041328
265.015	103.485762
265.04	104.030377
265.065	104.567557
265.09	104.820893
265.115	104.643795
265.14	104.084082
265.165	103.256049
265.19	102.327787
265.215	101.568607
265.24	101.070262
265.265	100.70177
265.29	100.242057
265.315	99.636033
265.34	99.045107
265.365	98.708287
265.39	98.769582
265.415	99.222041
265.44	99.881287
265.465	100.517582
265.49	100.985443
265.515	101.27718
265.54	101.453402
265.565	101.499533
265.59	101.438287
265.615	101.254566
265.64	100.947648
265.665	100.556549
265.69	100.165451
265.715	99.789467
265.74	99.321787
265.765	98.761549
265.79	98.339361
265.815	98.331926
265.84	98.784262
265.865	99.505623
265.89	100.303098
265.915	101.031779
265.94	101.52282
265.965	101.630082
265.99	101.384705
266.015	101.00877
266.04	100.724762
266.065	100.602516
266.09	100.586762
266.115	100.625057
266.14	100.61768
266.165	100.517738
266.19	100.357025
266.215	100.257385
266.24	100.264762
266.265	100.33373
266.29	100.456795
266.315	100.663992
266.34	100.878459
266.365	100.931795
266.39	100.739934
266.415	100.333795
266.44	99.789648
266.465	99.106631
266.49	98.370631
266.515	97.688025
266.54	97.112795
266.565	96.568057
266.59	96.076959
266.615	95.693934
266.64	95.517123
266.665	95.563025
266.69	95.78609
266.715	96.153533
266.74	96.614484
266.765	97.120336
266.79	97.59568
266.815	98.009607
266.84	98.385418
266.865	98.700107
266.89	98.968893
266.915	99.221992
266.94	99.505246
266.965	99.796697
266.99	100.088672
267.015	100.356713
267.04	100.479844
267.065	100.34132
267.09	99.942385
267.115	99.567156
267.14	99.382795
267.165	99.321795
267.19	99.237254
267.215	99.007115
267.24	98.66168
267.265	98.278369
267.29	98.079361
267.315	98.171385
267.34	98.416467
267.365	98.646549
267.39	98.807262
267.415	98.953107
267.44	99.052697
267.465	99.029861
267.49	98.86927
267.515	98.723369
267.54	98.669508
267.565	98.692697
267.59	98.730697
267.615	98.799549
267.64	98.907451
267.665	99.007098
267.69	99.068631
267.715	99.190943
267.74	99.421156
267.765	99.666246
267.79	99.765893
267.815	99.651254
267.84	99.374787
267.865	99.029648
267.89	98.754049
267.915	98.684549
267.94	98.823246
267.965	99.021951
267.99	99.129557
268.015	99.084
268.04	98.822582
268.065	98.354787
268.09	97.818377
268.115	97.426697
268.14	97.31968
268.165	97.442508
268.19	97.680393
268.215	97.948418
268.24	98.217328
268.265	98.454623
268.29	98.623877
268.315	98.707713
268.34	98.699869
268.365	98.631131
268.39	98.561984
268.415	98.477385
268.44	98.37077
268.465	98.201689
268.49	98.002402
268.515	97.84123
268.54	97.795098
268.565	97.872205
268.59	98.094516
268.615	98.500484
268.64	99.075721
268.665	99.705287
268.69	100.249131
268.715	100.671549
268.74	100.99327
268.765	101.254107
268.79	101.430623
268.815	101.47623
268.84	101.36118
268.865	101.085131
268.89	100.732385
268.915	100.46418
268.94	100.372262
268.965	100.433205
268.99	100.609549
269.015	100.924115
269.04	101.300107
269.065	101.606713
269.09	101.691607
269.115	101.537861
269.14	101.253967
269.165	100.962992
269.19	100.748189
269.215	100.640582
269.24	100.586607
269.265	100.533393
269.29	100.472221
269.315	100.387393
269.34	100.241903
269.365	100.034996
269.39	99.835049
269.415	99.812385
269.44	99.965713
269.465	100.149893
269.49	100.257205
269.515	100.341615
269.54	100.433762
269.565	100.479656
269.59	100.402656
269.615	100.303057
269.64	100.28818
269.665	100.364238
269.69	100.479287
269.715	100.571443
269.74	100.564246
269.765	100.394877
269.79	100.118951
269.815	99.850336
269.84	99.628385
269.865	99.451918
269.89	99.352098
269.915	99.405434
269.94	99.5665
269.965	99.70532
269.99	99.8045
270.015	99.934705
270.04	100.142434
270.065	100.303434
270.09	100.395525
270.115	100.417893
270.14	100.349213
