Wavelength(nm)	S1_532(arb.units)	S1_450(arb.units)	S1_400(arb.units)
1021.67	0.00100381	-0.00140826	0
1022.02	-9.4135E-4	-0.00100526	0
1022.38	0.00126871	2.803E-5	0
1022.73	0.00153583	-0.0022884	0
1023.08	0.0011562	-0.00155105	0
1023.43	2.7465E-4	-0.0013522	0
1023.79	7.6327E-4	-0.00109707	0
1024.14	5.6525E-4	-0.00202047	0
1024.49	8.4699E-4	-1.5051E-4	0
1024.84	-3.0477E-4	-6.1222E-4	0
1025.2	-0.00110392	2.7036E-4	0
1025.55	0.00360104	0.0011966	0
1025.9	0.00318906	3.6989E-4	0
1026.25	0.00205767	-0.00161748	0
1026.61	1.107E-5	2.031E-5	0
1026.96	0.00259059	-7.347E-4	0
1027.31	4.6514E-4	-5.2304E-4	0
1027.66	-0.00191636	-0.00101542	0
1028.01	0.00145876	-0.00142613	0
1028.37	0.00204084	-8.1392E-4	0
1028.72	1.0233E-4	-0.00188032	0
1029.07	0.00194072	-0.00185737	0
1029.42	-0.00115708	-5.1797E-4	0
1029.77	9.0148E-4	-0.00118624	0
1030.12	7.0878E-4	-0.00216591	0
1030.48	-6.029E-4	-5.0253E-4	0
1030.83	0.00169265	-0.00200016	0
1031.18	0.00138079	-9.2096E-4	0
1031.53	-7.1454E-4	-4.0056E-4	0
1031.88	0.00167493	1.9398E-4	0
1032.23	1.9802E-4	-6.4553E-4	0
1032.58	0.00243023	3.5201E-4	0
1032.93	0.00367679	-0.00132152	0
1033.28	-5.4842E-4	-0.00103065	0
1033.64	0.00152432	-2.64E-6	0
1033.99	9.6704E-4	-0.00113282	0
1034.34	9.6704E-4	-0.00113282	0
1034.69	9.6704E-4	-0.00113282	0
