Wavelength_(nm)	S1_1.3uJ(arb.units)	S1_15uJ(arb.units)	S1_400uJ(arb.units)
709.5	0.01247202	0.09658121	0.25225982
709.91	0.01566652	0.09243538	0.2619793
710.31	0.01695796	0.09403243	0.25297372
710.72	0.02093375	0.10035326	0.2483859
711.12	0.01580249	0.09185743	0.24315236
711.53	0.01971049	0.09862025	0.2505268
711.93	0.01794339	0.09297882	0.24019569
712.34	0.01736545	0.09566357	0.2379866
712.74	0.01858911	0.09576544	0.23808888
713.15	0.01604032	0.09321706	0.22636445
713.55	0.01838496	0.09046412	0.23676335
713.96	0.01634593	0.0962752	0.229423
714.36	0.0161081	0.0919593	0.23142794
714.76	0.01039889	0.08584262	0.22143693
715.17	0.01138432	0.09029447	0.22517488
715.57	0.00944756	0.08509462	0.22568464
715.98	0.01702574	0.08757563	0.22388344
716.38	0.01223418	0.09073605	0.21328081
716.79	0.01253979	0.08247806	0.2208249
717.19	0.01406907	0.08859515	0.21307666
717.6	0.0135934	0.08139076	0.20750342
718	0.01321961	0.08274998	0.20774125
718.4	0.01328738	0.08720184	0.20638204
718.81	0.01478297	0.0819683	0.20063874
719.21	0.01308364	0.08975062	0.20882895
719.61	0.01152028	0.08390546	0.20818323
720.02	0.01067082	0.07785614	0.20784353
720.42	0.01335557	0.07921577	0.2018624
720.83	0.01366159	0.08084691	0.20196427
721.23	0.0150208	0.07965734	0.19384224
721.63	0.0128799	0.07986149	0.19465761
722.04	0.01434099	0.08213835	0.19734236
722.44	0.01338966	0.07670067	0.19017207
722.84	0.01760328	0.07989517	0.19428381
723.25	0.01542869	0.0744579	0.18313733
723.65	0.01349153	0.07639506	0.18395311
724.05	0.01631224	0.06953037	0.18402088
724.46	0.01440918	0.07619131	0.18803117
724.86	0.00982136	0.07180724	0.18283131
725.26	0.01444286	0.0719432	0.18215191
725.66	0.01349153	0.07058398	0.1825257
726.07	0.01260798	0.06898652	0.17950125
726.47	0.01094274	0.07119561	0.17385982
726.87	0.01318551	0.06946219	0.17375795
727.28	0.01186039	0.07058398	0.17151478
727.68	0.01471479	0.07078772	0.17814162
728.08	0.0132537	0.06851086	0.16944206
728.48	0.00944756	0.06806888	0.16655357
728.89	0.01634593	0.06895243	0.17243242
729.29	0.01379714	0.06701568	0.16967989
729.69	0.01253979	0.0672876	0.1675049
730.09	0.01311774	0.06684562	0.16849032
730.5	0.00747631	0.06507852	0.16162564
730.9	0.0139331	0.06796701	0.15911094
731.3	0.00795198	0.06147612	0.15761576
731.7	0.01525864	0.06562237	0.15900907
732.1	0.010739	0.06212184	0.1538774
732.51	0.01206413	0.05814565	0.14725056
732.91	0.01067082	0.06093268	0.15503288
733.31	0.01311774	0.06501033	0.15482914
733.71	0.01481666	0.06100046	0.14643519
734.11	0.01131654	0.05841758	0.14772663
734.51	0.01118058	0.05909739	0.1442261
734.92	0.00869997	0.05488336	0.14633332
735.32	0.01172443	0.05709245	0.15170241
735.72	0.01369527	0.06140834	0.1438864
736.12	0.01135063	0.05855354	0.13950232
736.52	0.01240383	0.05532534	0.14035219
736.92	0.01067082	0.0565486	0.13984243
737.32	0.01118058	0.0536942	0.13688575
737.73	0.00937938	0.05729619	0.13865286
738.13	0.01162256	0.05566505	0.13977425
738.53	0.0111128	0.05454366	0.13335154
738.93	0.01267576	0.05172295	0.1349145
739.33	0.01026293	0.0544077	0.12923939
739.73	0.0114525	0.05498523	0.12889969
740.13	0.00829208	0.05131506	0.13267173
740.53	0.00377204	0.05342228	0.12427778
740.93	0.01019515	0.05444179	0.13090462
741.33	0.00927751	0.05219861	0.12285037
741.73	0.00873366	0.05063565	0.12475344
742.13	0.00781601	0.05175704	0.12587523
742.53	0.01274394	0.04587778	0.1213211
742.93	0.00948125	0.05566505	0.12223875
743.33	0.0117922	0.04798459	0.11853448
743.73	0.00869997	0.05111132	0.11503436
744.14	0.01135063	0.05304848	0.12115145
744.54	0.00774823	0.05077162	0.11805881
744.94	0.0053695	0.04207165	0.1127234
745.34	0.01080678	0.04648941	0.11071847
745.74	0.0100251	0.04856253	0.1138111
746.14	0.00954943	0.041154	0.11435455
746.53	0.01063673	0.047237	0.11085443
746.93	0.01128245	0.05022777	0.11384479
747.33	0.00869997	0.04489236	0.11003865
747.73	0.01056895	0.03921684	0.11119413
748.13	0.00747631	0.03999852	0.10616474
748.53	0.01046708	0.04196977	0.10354777
748.93	0.0064227	0.04363501	0.10704829
749.33	0.00547137	0.04176563	0.10813559
749.73	0.01016106	0.04594556	0.10395565
750.13	0.00819021	0.0443826	0.10463547
750.53	0.0096513	0.04207165	0.10263012
750.93	0.00992323	0.04693139	0.10636848
751.33	0.00815612	0.0364984	0.10225633
751.73	0.00455373	0.03840147	0.10120313
752.13	0.01097684	0.04298929	0.10670818
752.52	0.00886962	0.03955695	0.10511113
752.92	0.00975317	0.04441669	0.10528119
753.32	0.00819021	0.04315894	0.10269831
753.72	0.00856401	0.04363501	0.105213
754.12	0.01318551	0.04305707	0.10280018
754.52	0.0064227	0.03986256	0.09246906
754.92	0.00703474	0.04027045	0.09848428
755.32	0.00560733	0.0426155	0.10113494
755.71	0.00791829	0.04013449	0.09681905
756.11	0.00778233	0.04132405	0.09892626
756.51	0.01046708	0.03697407	0.09386237
756.91	0.00897149	0.03843556	0.09359085
757.31	0.00720439	0.03656618	0.09926597
757.71	0.00829208	0.03357582	0.0927073
758.1	0.00350012	0.0386734	0.08679395
758.5	0.00941347	0.03836738	0.09189153
758.9	0.01033112	0.03704225	0.0919934
759.3	0.00689877	0.04054237	0.09223123
759.69	0.00798607	0.03123077	0.08485679
760.09	0.00825799	0.03751792	0.08788165
760.49	0.00652498	0.03690629	0.08686213
760.89	0.00411215	0.03459534	0.09066827
761.29	0.00723848	0.02813854	0.0819683
761.68	0.00737444	0.03347395	0.08312378
762.08	0.00781601	0.0325904	0.08040493
762.48	0.01009328	0.03690629	0.0826818
762.88	0.00757818	0.03174053	0.07955547
763.27	0.0067969	0.03177462	0.07907981
763.67	0.00757818	0.03347395	0.08047312
764.07	0.00519945	0.03354173	0.07799211
764.46	0.0093116	0.02847824	0.07700668
764.86	9.5174E-4	0.02837637	0.06976821
765.26	0.0075104	0.03289601	0.07693891
765.65	0.00458782	0.0336436	0.06881688
766.05	0.00771414	0.03289601	0.07999745
766.45	0.00659276	0.03228438	0.06796701
766.85	0.0075104	0.03014348	0.07653102
767.24	0.00458782	0.02742464	0.06473881
767.64	0.00577739	0.03126486	0.06460285
768.04	0.00557324	0.02993933	0.07245296
768.43	0.00625305	0.03031313	0.06365111
768.83	0.00723848	0.02773065	0.0665737
769.22	0.00819021	0.02654108	0.05967492
769.62	0.00455373	0.0293277	0.06521448
770.02	0.0093116	0.03174053	0.06579202
770.41	0.00594704	0.02490994	0.06497665
770.81	0.00662685	0.0239582	0.060151
771.21	0.00598113	0.02820632	0.05746624
771.6	0.00598113	0.02341476	0.06317545
772	0.00808794	0.02949776	0.06079672
772.39	0.00869997	0.02592946	0.06201997
772.79	0.00577739	0.02688079	0.06246195
773.18	0.00258288	0.02694897	0.06161208
773.58	0.00649089	0.02188549	0.05563095
773.98	0.00564143	0.02266717	0.05284433
774.37	0.00662685	0.02202145	0.05862172
774.77	0.00485974	0.02259898	0.05236867
775.16	0.00669463	0.02657518	0.05450957
775.56	0.00421402	0.02511368	0.05447548
775.95	0.00713661	0.02416235	0.05719432
776.35	0.00903968	0.02514777	0.05359192
776.74	0.0024806	0.02358441	0.05682052
777.14	0.00363608	0.02321061	0.05471331
777.53	0.00581107	0.01875876	0.05281024
777.93	0.00343234	0.02249711	0.05328631
778.32	0.0078842	0.02429831	0.05111132
778.72	0.00207312	0.02317693	0.04815464
779.11	9.5174E-4	0.01909887	0.04744115
779.51	0.00288849	0.01624406	0.0422417
779.9	0.00591295	0.01998242	0.04801868
780.3	0.00186898	0.01767146	0.04693139
780.69	0.00635492	0.02511368	0.04570773
781.09	0.00475787	0.02137573	0.04574182
781.48	0.00564143	0.01971049	0.05182482
781.88	0.00367017	0.02171543	0.04608152
782.27	0.00445186	0.01913255	0.0447223
782.66	0.00666094	0.02032212	0.0465235
783.06	0.0046556	0.01831718	0.04431442
783.45	0.00598113	0.01546238	0.04309116
783.85	0.00669463	0.01872507	0.04380466
784.24	7.8168E-4	0.01485075	0.04309116
784.64	0.0032286	0.02086597	0.04166376
785.03	0.00737444	0.02032212	0.04387284
785.42	0.00553915	0.01818122	0.04489236
785.82	0.00295668	0.01366159	0.03823142
786.21	0.00594704	0.01889472	0.03530883
786.6	0.00448595	0.0161081	0.04057646
787	0.0071707	0.02134164	0.04275146
787.39	0.00761227	0.02249711	0.04074611
787.78	0.00282071	0.01699165	0.04105213
788.18	0.00363608	0.02096784	0.04380466
788.57	0.00288849	0.01094274	0.03194468
788.96	0.00683059	0.01855502	0.04292111
789.36	0.00312632	0.01709393	0.04105213
789.75	0.00135922	0.01471479	0.03755201
790.14	-0.00186898	0.01189407	0.03432341
790.54	0.00581107	0.01508858	0.03945508
790.93	0.00417993	0.01855502	0.04057646
791.32	0.00468969	0.01529273	0.03588678
791.72	0.0024806	0.00829208	0.0354107
792.11	0.00669463	0.01597214	0.03860521
792.5	0.00513167	0.0157343	0.03622648
792.89	0.00210681	0.01434099	0.03513918
793.29	0.00377204	0.01641411	0.03303197
793.68	0.00265066	0.01355931	0.03058505
794.07	0.00611709	0.00999101	0.03456124
794.46	0.00237873	0.01277763	0.03286192
794.86	0.00339825	0.01705983	0.03051727
795.25	0.00431589	0.01186039	0.0304154
795.64	0.00265066	0.01080678	0.03191058
796.03	1.7005E-4	0.0139331	0.03004161
796.43	0.00744222	0.00978727	0.03017757
796.82	4.7567E-4	0.00710251	0.03218251
797.21	-0.00207312	0.00761227	0.02851234
797.6	0.0039421	0.01128245	0.02626916
797.99	0.00479156	0.01529273	0.03068733
798.39	0.00343234	0.01321961	0.0325904
798.78	0.00387432	0.01284581	0.02783252
799.17	0.00438408	0.00805425	0.02416235
799.56	0.00105361	0.00737444	0.02694897
799.95	-3.409E-5	0.01046708	0.02494403
800.34	0.00672872	0.01060304	0.02355072
800.74	0.00523354	0.0093116	0.02786662
801.13	0.00302445	0.01077269	0.03106112
801.52	0.00635492	0.01237015	0.02480807
801.91	0.0039421	0.01118058	0.02412826
802.3	0.00329638	0.012166	0.0268471
802.69	0	0.0132537	0.0286483
803.08	0.00635492	0.01267576	0.02858011
803.47	0.0093116	0.01410316	0.02725499
803.87	0.01253979	0.01376346	0.03201245
804.26	0.00883553	0.01841905	0.03167275
804.65	0.0100251	0.01685569	0.02766247
805.04	0.00897149	0.01886103	0.03496913
805.43	0.01012697	0.01736545	0.02766247
805.82	0.01053486	0.01644821	0.03061914
806.21	0.01206413	0.01971049	0.02878426
806.6	0.00764636	0.00825799	0.02589536
806.99	0.00720439	0.00914155	0.02494403
807.38	0.00591295	0.01488484	0.02222519
807.77	5.4385E-4	0.01491893	0.02256489
808.16	0.00299036	0.00686468	0.02256489
808.55	0.00132553	0.01060304	0.01845315
808.94	5.0976E-4	0.00764636	0.0189629
809.33	0.00445186	0.00547137	0.01627815
809.72	0.00706842	0.00900558	0.01889472
810.11	0.00207312	0.00502939	0.01695796
810.5	0.00197085	0.01063673	0.01909887
810.89	0.00203903	0.00805425	0.01998242
811.28	-0.00105361	0.00434999	0.01709393
811.67	0.00424812	0.00577739	0.02178362
812.06	0.00193716	0.00825799	0.02079779
812.45	0.00234505	0.00988914	0.01988055
812.84	0.00288849	0.01063673	0.01940448
813.23	0.00329638	0.01043299	0.02154538
813.62	0.00424812	0.01189407	0.01831718
814.01	4.0789E-4	0.00377204	0.01957453
814.4	-0.0032286	0.00523354	0.01491893
814.79	0.00200494	0.0103648	0.02188549
815.18	0.00417993	0.00713661	0.01957453
815.57	0.00333047	0.01097684	0.01750141
815.95	0.00438408	0.00835986	0.01702574
816.34	0.00438408	0.00835986	0.01692387
816.73	0.00108729	0.00975317	0.01474888
817.12	0.00193716	0.00713661	0.01620997
817.51	0.00907377	0.00632083	0.02100193
817.9	0.00295668	0.00581107	0.01722948
818.29	0.00363608	0.00934529	0.0179093
818.68	0.00666094	0.01165624	0.01695796
819.07	0.00227686	0.00564143	0.01328738
819.45	9.5174E-4	0.00727257	0.01604032
819.84	0.0025147	0.00903968	0.01801117
820.23	3.409E-5	0.00961721	0.0114525
820.62	0.00343234	0.00373836	0.01536051
821.01	-2.0374E-4	0.00886962	0.01590436
821.4	8.1577E-4	0.00621896	0.01366159
821.78	8.1577E-4	0.00611709	0.01406907
822.17	0.00353421	0.00710251	0.01230196
822.56	0.00282071	0.00434999	0.01403538
822.95	0.0025147	0.00445186	0.01220009
823.34	8.1577E-4	0.00866588	0.01498671
823.72	0.00424812	0.00873366	0.0139331
824.11	0.00193716	7.135E-4	0.01651599
824.5	-2.0374E-4	0.00601522	0.01355931
824.89	6.1163E-4	0.0057092	0.00876775
825.27	0.00509758	0.00468969	0.01172443
825.66	0.00523354	0.00584517	0.01420503
826.05	0.00122326	0.00611709	0.01141841
826.44	0.00227686	0.00502939	0.01186039
826.82	0.00305855	0.00785011	0.01243792
827.21	0.00125735	0.00472378	0.01165624
827.6	6.1163E-4	0.00499571	0.01243792
827.98	3.409E-5	0.00268475	0.01063673
828.37	-0.00271884	0.00553915	0.01206413
828.76	0.00305855	0.00499571	0.01243792
829.15	-0.00139331	0.00380614	0.01155437
829.53	0.00237873	0.00655867	0.01033112
829.92	-0.00105361	0.0025147	0.01016106
830.31	-0.00288849	0.00353421	0.01250611
830.69	0.00135922	0.00768046	0.00910745
831.08	0.00268475	0.00553915	0.00553915
831.47	0.00299036	0.00615118	0.0128799
831.85	0.00299036	0.00421402	0.00920973
832.24	0.00367017	0.00438408	0.01131654
832.63	0.00275253	0.00550546	0.00846173
833.01	0.00237873	0.00380614	0.01237015
833.4	-0.00146149	0.006083	0.01067082
833.78	0.00397619	0.0064227	0.01253979
834.17	0.00244692	0.00581107	0.00825799
834.56	6.7981E-4	0.00700064	0.00924342
834.94	-3.409E-5	0.00373836	0.00740853
835.33	6.1163E-4	0.00417993	0.00999101
835.71	0.00519945	0.00295668	0.0111128
836.1	-8.4946E-4	3.738E-4	0.00914155
836.49	5.0976E-4	0.00203903	0.00866588
836.87	0.00316042	0.00244692	0.00937938
837.26	-0.00176711	0.00496161	0.01250611
837.64	0.0042818	0.00621896	0.0096854
838.03	0.00489343	0.0057092	0.00397619
838.41	0.0032286	0.00159705	0.0075104
838.8	0	0.00468969	0.00795198
839.18	0.00156336	0.00350012	0.00951534
839.57	-0.00944756	-7.8168E-4	-0.01739954
839.95	0.00193716	0.00621896	0.01050076
840.34	6.778E-5	0.0039421	0.00791829
840.73	4.4198E-4	0.00176711	0.00666094
841.11	6.4572E-4	0.00594704	0.00523354
841.5	0.00265066	0.00367017	0.01050076
841.88	0.00254879	0.00305855	0.00805425
842.26	5.4385E-4	0.00594704	0.01033112
842.65	2.0374E-4	0.00560733	0.00723848
843.03	0.00193716	0.00193716	0.00489343
843.42	0.00224277	0.00417993	0.0111128
843.8	-0.00108729	0.00217499	0.0071707
844.19	-7.135E-4	0.00458782	0.00764636
844.57	0.00163114	0.0021409	0.00601522
844.96	0.00472378	0.00472378	0.01165624
845.34	0.0042818	0.00621896	0.00948125
845.73	0.00207312	0.00431589	0.00839395
846.11	0.00254879	0.00519945	0.00795198
846.49	0.00220909	-9.5174E-4	0.0103648
846.88	3.0602E-4	0.00540319	0.00825799
847.26	-0.00190307	0.00329638	0.00309264
847.65	-0.00183529	0.00499571	0.00479156
848.03	-9.8542E-4	0.00278662	0.00594704
848.41	7.8168E-4	0.006083	0.00710251
848.8	-8.1577E-4	7.135E-4	0.00479156
849.18	7.8168E-4	0.00343234	0.00700064
849.56	7.4759E-4	0.00380614	0.00553915
849.95	-4.7567E-4	0.00400988	0.00829208
850.33	0.00183529	0.00489343	0.01009328
850.71	0.00125735	0.00135922	0.00237873
851.1	2.7192E-4	0.00139331	0.00353421
851.48	0.00190307	0.00384023	0.00404397
851.86	0.00129144	0.0067969	0.00873366
852.25	5.4385E-4	0.0024806	0.00441776
852.63	-2.0374E-4	0.00265066	0.00275253
853.01	0.00108729	0.00108729	0.00333047
853.4	0.00152927	0.00112139	0.0057092
853.78	0.00282071	0.00333047	0.00720439
854.16	9.8542E-4	0.00475787	0.00618487
854.55	0.00197085	0.00217499	0.00451963
854.93	0.00309264	0.00451963	0.00890371
855.31	0.00271884	2.7192E-4	0.00434999
855.69	9.1764E-4	0.00244692	0.00316042
856.08	-0.00125735	0.00404397	0.00720439
856.46	0.0042818	0.00397619	0.00611709
856.84	0.0021409	0.0057092	0.00856401
857.22	-0.00231096	-0.00210681	0.00502939
857.61	-6.1163E-4	7.135E-4	0.00988914
857.99	0.00309264	0.00370427	0.00727257
858.37	0.00231096	0.00118957	0.00628715
858.75	-4.4198E-4	0.00159705	0.0032286
859.13	-0.00159705	-0.00108729	0.0024806
859.52	-2.0374E-4	0.00397619	0.00285481
859.9	-5.4385E-4	-6.4572E-4	8.8355E-4
860.28	0.00118957	0.00231096	0.00404397
860.66	0.00258288	0.00523354	0.00319451
861.04	0.00530132	0.00234505	0.00611709
861.43	2.0374E-4	0.00326229	0.00275253
861.81	0.00485974	0.00129144	0.00292258
862.19	2.3783E-4	0.0036024	0.00451963
862.57	0.00125735	0.00482565	0.00768046
862.95	0.00370427	0.00635492	0.00451963
863.33	3.397E-4	0.00309264	0.00299036
863.71	7.135E-4	8.1577E-4	0.00224277
864.1	3.738E-4	0.00271884	0.00373836
864.48	0.00346643	0.00203903	0.0014274
864.86	-4.7567E-4	0.0024806	0.00421402
865.24	0.00156336	0.00176711	0.00390801
865.62	0.00125735	0.00105361	0.00339825
866	-0.00183529	0.00387432	0.00560733
866.38	-3.397E-4	-0.00125735	0.0025147
866.76	0.00455373	0.00384023	0.00506348
867.14	-3.738E-4	1.3596E-4	0.00441776
867.52	6.7981E-4	-8.4946E-4	0.00567511
867.9	-4.0789E-4	0.00550546	-1.0187E-4
868.28	-5.0976E-4	6.1163E-4	0.00173301
868.67	-1.3596E-4	0.00149518	0.00108729
869.05	0.00258288	2.3783E-4	0.00176711
869.43	0.00258288	0.0036024	0.00115548
869.81	9.1764E-4	0.00203903	0.00285481
870.19	0.00316042	0.00122326	0.00407806
870.57	3.738E-4	-0.00105361	0.00424812
870.95	0.00336456	0.00203903	0.00377204
871.33	-0.00407806	-9.1764E-4	-0.00234505
871.71	7.135E-4	0.00377204	0.0064227
872.09	0.00489343	8.1577E-4	0.00346643
872.47	-6.1163E-4	-0.00173301	0.00193716
872.85	-7.4759E-4	0.00118957	0.00434999
873.23	-0.00254879	1.0187E-4	-8.1577E-4
873.61	0.00105361	0.00176711	0.00146149
873.99	7.8168E-4	0.00282071	0.00638902
874.36	0.00265066	0.00397619	0.00295668
874.74	-6.7981E-4	-3.738E-4	2.3783E-4
875.12	0.00350012	0.00462191	-3.738E-4
875.5	0.00288849	9.5174E-4	0.00553915
875.88	-6.778E-5	0.00299036	0.00227686
876.26	-0.00129144	-3.738E-4	1.3596E-4
876.64	-0.00108729	0.00299036	0.00370427
877.02	-2.7192E-4	8.4946E-4	0.0057433
877.4	0.00591295	0.0035683	0.00581107
877.78	0.00309264	0.00217499	0.00105361
878.16	0.00152927	0.00448595	0.00244692
878.54	0.00207312	0.00309264	0.00217499
878.91	0.0035683	0.00560733	0.0064227
879.29	0.00367017	0.00224277	0.00336456
879.67	0.00479156	0.00316042	0.00458782
880.05	7.4759E-4	7.4759E-4	0.00339825
880.43	0.00268475	0.00115548	0.00288849
880.81	0.00299036	0.00115548	0.00176711
881.19	0.00479156	0.00244692	0.0021409
881.56	0.00431589	0.00411215	0.00197085
881.94	-2.3783E-4	0.00261657	4.7567E-4
882.32	0.00112139	8.1577E-4	0.00101952
882.7	0.00227686	0.00156336	0.00309264
883.08	0.00200494	9.8542E-4	0.00231096
883.45	0.00598113	0.00526763	0.00220909
883.83	-0.00173301	-5.0976E-4	0.00203903
884.21	0.0014274	7.135E-4	0.00244692
884.59	0.00193716	0.00397619	0.00397619
884.97	3.0602E-4	0.0014274	0.00815612
885.34	0.00156336	3.409E-5	0.0036024
885.72	0.00271884	-3.397E-4	0.00445186
886.1	2.3783E-4	3.397E-4	0.00462191
886.48	-0.00132553	0.00193716	0.0035683
886.85	0.00159705	0.00210681	0.0018012
887.23	0.00353421	-4.4198E-4	0.00475787
887.61	0.00377204	0.00101952	0.0021409
887.98	9.5174E-4	-6.778E-5	0.00472378
888.36	-3.0602E-4	-3.0602E-4	0.00112139
888.74	-0.00118957	0.00299036	0.00400988
889.12	-0.00234505	-0.00132553	-9.1764E-4
889.49	-4.4198E-4	0.00373836	0.00241283
889.87	-0.00176711	-2.3783E-4	0.00384023
890.25	0.00159705	0.00139331	0.00271884
890.62	-1.3596E-4	0.00129144	0.00261657
891	0.00373836	0.00241283	0.00118957
891.38	-6.1163E-4	0.00122326	-6.1163E-4
891.75	0.00234505	-9.1764E-4	-1.0187E-4
892.13	0.00176711	0.00350012	0.00655867
892.51	0.00397619	4.0789E-4	8.1577E-4
892.88	0.00384023	8.8355E-4	0.00271884
893.26	6.7981E-4	-6.4572E-4	8.8355E-4
893.64	0.01060304	0.00489343	0.00468969
894.01	3.0602E-4	1.0187E-4	0.00305855
894.39	0.00115548	0.00584517	0.00584517
894.76	-7.135E-4	-8.1577E-4	0.00173301
895.14	-0.00166524	-0.00115548	2.7192E-4
895.52	-0.00261657	0.00268475	-8.8355E-4
895.89	0.00400988	0.00146149	0.0036024
896.27	0.00241283	0.0039421	0.00516535
896.64	0.0018012	-0.00115548	3.738E-4
897.02	0.00380614	7.4759E-4	0.00411215
897.39	9.1764E-4	-3.0602E-4	0.00101952
897.77	0.00339825	3.409E-5	-0.00129144
898.15	0.00234505	0.00275253	0.00295668
898.52	-0.00156336	-0.00197085	-8.4946E-4
898.9	0.00282071	4.7567E-4	0.00129144
899.27	6.1163E-4	0.00326229	0.00367017
899.65	0.00186898	6.4572E-4	0.00299036
900.02	1.7005E-4	0.0032286	0.00455373
900.4	-0.00129144	0.00217499	-4.7567E-4
900.77	-0.00152927	0.00407806	0.00265066
901.15	0.00122326	-0.00173301	0.00336456
901.52	0.0014274	0	-3.0602E-4
901.9	-0.00458782	-0.00367017	0.00224277
902.27	0.00122326	0.00254879	0.00285481
902.65	0.00265066	-1.0187E-4	-2.0374E-4
903.02	0.00159705	-5.4385E-4	1.7005E-4
903.4	8.8355E-4	-0.00207312	0.00434999
903.77	9.8542E-4	0.00118957	8.8355E-4
904.14	0.00105361	0.00186898	-1.7005E-4
904.52	0.00135922	0.00176711	0.00156336
904.89	0.00217499	3.409E-5	0.00207312
905.27	0.00706842	0.00411215	0.00146149
905.64	-1.3596E-4	3.738E-4	2.7192E-4
906.02	-1.7005E-4	-9.8542E-4	0.00186898
906.39	9.1764E-4	-0.00132553	-0.00163114
906.76	1.0187E-4	0.00132553	0.0021409
907.14	-0.00146149	0.00118957	0.00414584
907.51	-5.0976E-4	1.0187E-4	7.135E-4
907.89	-0.00118957	0.00125735	0.00186898
908.26	0.00224277	0.00112139	0.00224277
908.63	0.00468969	0.00468969	0.00326229
909.01	-0.00156336	0.00139331	-0.00135922
909.38	0.00132553	8.1577E-4	0.00152927
909.75	0.00292258	0.00618487	0.0032286
910.13	0.00278662	0.00135922	0.00135922
910.5	0.00285481	0.00305855	0.00479156
910.87	0.00169933	0.00118957	0.00424812
911.25	4.7567E-4	0.00108729	0.00363608
911.62	0.00523354	0.00258288	0.00421402
911.99	0.00526763	-1.3596E-4	4.7567E-4
912.37	-8.1577E-4	-1.0187E-4	6.1163E-4
912.74	-0.00265066	0.00112139	-0.00183529
913.11	-0.00234505	0.00224277	-0.00234505
913.49	0.00587926	8.8355E-4	0.00231096
913.86	0.0036024	-0.00547137	0.00339825
914.23	0.00275253	0.00224277	0.00305855
914.6	7.8168E-4	0.00210681	0.00506348
914.98	0.00207312	0.00400988	0.00370427
915.35	0.00285481	0.00265066	7.135E-4
915.72	0.00265066	-6.1163E-4	0.00254879
916.09	7.4759E-4	-4.7567E-4	0.00258288
916.47	4.4198E-4	0.00115548	5.4385E-4
916.84	0.00316042	0.00377204	9.1764E-4
917.21	6.4572E-4	-6.7981E-4	-5.7754E-4
917.58	0.00431589	0.00390801	0.00329638
917.95	-2.0374E-4	0.0042818	0.00173301
918.33	0	3.0602E-4	8.1577E-4
918.7	0.00363608	0.0025147	0.00210681
919.07	2.0374E-4	0.00132553	6.1163E-4
919.44	4.0789E-4	0.00244692	0.0021409
919.81	0.00115548	-8.8355E-4	0.00125735
920.19	0.0018012	-0.00146149	-0.00309264
920.56	0.00414584	0.0018012	-4.4198E-4
920.93	0.00231096	0.00139331	0.00577739
921.3	5.4385E-4	-0.00108729	0.00227686
921.67	0.00200494	9.8542E-4	0.00373836
922.04	-1.3596E-4	0.0025147	0.00373836
922.41	-2.0374E-4	0.00244692	-0.00275253
922.79	0.00163114	6.1163E-4	0.00234505
923.16	-9.8542E-4	0.00350012	0.00288849
923.53	0.00227686	0.00237873	0.00105361
923.9	4.4198E-4	5.4385E-4	9.5174E-4
924.27	-5.7754E-4	5.4385E-4	0.00288849
924.64	0.00384023	0.00149518	-0.00146149
925.01	0.00227686	8.4946E-4	0.00176711
925.38	0.00139331	0.0025147	-3.409E-5
925.75	-4.7567E-4	4.4198E-4	0.00166524
926.12	0.00132553	-0.00132553	0.00367017
926.49	6.4572E-4	8.4946E-4	0.00227686
926.86	3.397E-4	2.3783E-4	0.0024806
927.24	0.00197085	3.409E-5	8.4946E-4
927.61	-0.00203903	-0.00132553	-3.0602E-4
927.98	9.8542E-4	0.00312632	0.00547137
928.35	0.00295668	-4.0789E-4	1.0187E-4
928.72	0.00156336	-0.00282071	-8.8355E-4
929.09	4.7567E-4	3.738E-4	0.00159705
929.46	0.00451963	3.409E-5	5.4385E-4
929.83	0.00241283	-0.00237873	5.7754E-4
930.2	0.00475787	0.00241283	0.00271884
930.57	0.00156336	-0.00149518	-8.8355E-4
930.94	0.00200494	-0.00125735	0.00200494
931.31	0.00268475	8.4946E-4	0.00268475
931.68	-0.00241283	-0.00129144	0.00115548
932.05	0.00132553	-0.00244692	7.135E-4
932.41	4.7567E-4	0.0032286	0.0025147
932.78	0.0014274	-0.00244692	0.00101952
933.15	0.00312632	3.738E-4	0.00149518
933.52	0.00122326	0.0014274	0.00203903
933.89	0.00112139	0.00173301	0.0014274
934.26	-0.00217499	-0.00135922	0.00169933
934.63	2.0374E-4	-0.00152927	-0.00163114
935	-0.00203903	-8.1577E-4	0.00224277
935.37	0.00112139	2.0374E-4	0.00458782
935.74	-3.0602E-4	0	0.00122326
936.11	0.0046556	0.00302445	0.0039421
936.48	7.8168E-4	-8.4946E-4	0.00190307
936.84	-6.778E-5	-0.00129144	-1.7005E-4
937.21	0.00146149	-0.00200494	5.4385E-4
937.58	0.00407806	0.00254879	0.00479156
937.95	0.00417993	-0.00132553	0.00275253
938.32	0.00115548	0.00339825	0.00227686
938.69	-0.00166524	0.00220909	-5.4385E-4
939.06	-0.00339825	-2.3783E-4	8.8355E-4
939.42	7.8168E-4	0.00312632	0.00363608
939.79	0.00152927	-0.00101952	0.00244692
940.16	0.00434999	0.00200494	0.00129144
940.53	0.00397619	-8.1577E-4	-5.0976E-4
940.9	0.00118957	-0.00299036	0.00129144
941.26	0.00139331	0.00220909	0.00200494
941.63	-1.3596E-4	9.8542E-4	-5.4385E-4
942	0.00186898	0.00186898	-8.8355E-4
942.37	-9.5174E-4	-0.00146149	0.0025147
942.74	-3.397E-4	0.00200494	0.0039421
943.1	7.8168E-4	5.7754E-4	6.7981E-4
943.47	9.1764E-4	2.0374E-4	0.00132553
